t,DV,PV_Exp,PV_DV_FOPDTOPT,PV_DV_SOPDTOPT
2.290000000000000000e+02,1.000000000000000000e+00,2.570000000000000062e-01,2.601168453856690377e-01,2.602749647210420569e-01
2.300000000000000000e+02,1.000000000000000000e+00,2.554000000000000159e-01,2.607122225099010593e-01,2.608703899494204115e-01
2.310000000000000000e+02,1.000000000000000000e+00,2.570000000000000062e-01,2.613041454247287954e-01,2.614623489096672970e-01
2.320000000000000000e+02,1.000000000000000000e+00,2.570000000000000062e-01,2.618926341704966299e-01,2.620508617806635021e-01
2.330000000000000000e+02,1.000000000000000000e+00,2.570000000000000062e-01,2.624777086712805629e-01,2.626359486238186158e-01
2.340000000000000000e+02,1.000000000000000000e+00,2.570000000000000062e-01,2.630593887355627269e-01,2.632176293837546477e-01
2.350000000000000000e+02,1.000000000000000000e+00,2.570000000000000062e-01,2.636376940569020166e-01,2.637959238889859837e-01
2.360000000000000000e+02,1.000000000000000000e+00,2.586249999999999938e-01,2.642126442146009446e-01,2.643708518525953455e-01
2.370000000000000000e+02,1.000000000000000000e+00,2.578250000000000819e-01,2.647842586743684445e-01,2.649424328729056977e-01
2.380000000000000000e+02,1.000000000000000000e+00,2.586249999999999938e-01,2.653525567889789549e-01,2.655106864341483797e-01
