omega,gain_DV_FOPDTOPT,gain_DV_SOPDTOPT,phase_DV_FOPDTOPT,phase_DV_SOPDTOPT
4.052852292957256908e-02,-2.573080961144874834e+01,-2.596579808398335487e+01,-1.085047952285475645e+02,-1.083348002655986448e+02
4.057521465787621712e-02,-2.574060770910751828e+01,-2.597617607784803440e+01,-1.085448544359777259e+02,-1.083740984634281119e+02
4.062196017835722345e-02,-2.575040626402821076e+01,-2.598655579401481930e+01,-1.085849388098544921e+02,-1.084134188145069118e+02
4.066875955298790424e-02,-2.576020527520157444e+01,-2.599693723403835222e+01,-1.086250484013650635e+02,-1.084527613600009204e+02
4.071561284381214341e-02,-2.577000474162051091e+01,-2.600732039947996554e+01,-1.086651832617366296e+02,-1.084921261410846967e+02
4.076252011294512895e-02,-2.577980466228001433e+01,-2.601770529190758197e+01,-1.087053434422361846e+02,-1.085315131989410276e+02
4.080948142257376926e-02,-2.578960503617724243e+01,-2.602809191289580326e+01,-1.087455289941708401e+02,-1.085709225747612834e+02
4.085649683495647111e-02,-2.579940586231144195e+01,-2.603848026402585702e+01,-1.087857399688876683e+02,-1.086103543097450199e+02
4.090356641242346575e-02,-2.580920713968399127e+01,-2.604887034688561442e+01,-1.088259764177738589e+02,-1.086498084451002626e+02
4.095069021737682280e-02,-2.581900886729838618e+01,-2.605926216306961507e+01,-1.088662383922568040e+02,-1.086892850220432223e+02
4.099786831229034617e-02,-2.582881104416020790e+01,-2.606965571417898531e+01,-1.089065259438039277e+02,-1.087287840817982811e+02
4.104510075971001815e-02,-2.583861366927715864e+01,-2.608005100182156610e+01,-1.089468391239230414e+02,-1.087683056655981630e+02
4.109238762225367325e-02,-2.584841674165904024e+01,-2.609044802761177806e+01,-1.089871779841621162e+02,-1.088078498146835642e+02
4.113972896261147705e-02,-2.585822026031773646e+01,-2.610084679317074219e+01,-1.090275425761095249e+02,-1.088474165703034089e+02
4.118712484354564857e-02,-2.586802422426723425e+01,-2.611124730012619111e+01,-1.090679329513939848e+02,-1.088870059737145652e+02
4.123457532789083502e-02,-2.587782863252360244e+01,-2.612164955011250811e+01,-1.091083491616846004e+02,-1.089266180661819590e+02
4.128208047855407015e-02,-2.588763348410500953e+01,-2.613205354477074494e+01,-1.091487912586910909e+02,-1.089662528889785591e+02
4.132964035851474649e-02,-2.589743877803167038e+01,-2.614245928574857913e+01,-1.091892592941634632e+02,-1.090059104833851080e+02
4.137725503082496925e-02,-2.590724451332591016e+01,-2.615286677470034604e+01,-1.092297533198925521e+02,-1.090455908906903773e+02
4.142492455860932038e-02,-2.591705068901209685e+01,-2.616327601328702102e+01,-1.092702733877095653e+02,-1.090852941521908122e+02
4.147264900506527491e-02,-2.592685730411668743e+01,-2.617368700317624786e+01,-1.093108195494866095e+02,-1.091250203091908304e+02
4.152042843346294421e-02,-2.593666435766818879e+01,-2.618409974604227841e+01,-1.093513918571362780e+02,-1.091647694030024098e+02
4.156826290714547151e-02,-2.594647184869717549e+01,-2.619451424356606850e+01,-1.093919903626120913e+02,-1.092045414749453869e+02
4.161615248952895557e-02,-2.595627977623627913e+01,-2.620493049743519975e+01,-1.094326151179083837e+02,-1.092443365663472292e+02
4.166409724410243681e-02,-2.596608813932015281e+01,-2.621534850934389738e+01,-1.094732661750602034e+02,-1.092841547185429079e+02
4.171209723442827200e-02,-2.597589693698556346e+01,-2.622576828099303725e+01,-1.095139435861437249e+02,-1.093239959728751245e+02
4.176015252414188444e-02,-2.598570616827124624e+01,-2.623618981409016016e+01,-1.095546474032758653e+02,-1.093638603706939705e+02
4.180826317695215261e-02,-2.599551583221803241e+01,-2.624661311034945754e+01,-1.095953776786147387e+02,-1.094037479533571116e+02
4.185642925664120884e-02,-2.600532592786874631e+01,-2.625703817149176089e+01,-1.096361344643593867e+02,-1.094436587622295889e+02
4.190465082706478633e-02,-2.601513645426827637e+01,-2.626746499924456657e+01,-1.096769178127500197e+02,-1.094835928386838617e+02
4.195292795215217752e-02,-2.602494741046353610e+01,-2.627789359534203228e+01,-1.097177277760680596e+02,-1.095235502240997789e+02
4.200126069590620626e-02,-2.603475879550344274e+01,-2.628832396152493800e+01,-1.097585644066360260e+02,-1.095635309598644085e+02
4.204964912240359565e-02,-2.604457060843894922e+01,-2.629875609954076410e+01,-1.097994277568178205e+02,-1.096035350873721654e+02
4.209809329579473208e-02,-2.605438284832300866e+01,-2.630919001114360256e+01,-1.098403178790185279e+02,-1.096435626480245702e+02
4.214659328030406771e-02,-2.606419551421062053e+01,-2.631962569809422448e+01,-1.098812348256847429e+02,-1.096836136832304334e+02
4.219514914022987756e-02,-2.607400860515874541e+01,-2.633006316216004450e+01,-1.099221786493043282e+02,-1.097236882344055573e+02
4.224376093994468284e-02,-2.608382212022640090e+01,-2.634050240511515284e+01,-1.099631494024067422e+02,-1.097637863429729492e+02
4.229242874389498724e-02,-2.609363605847455148e+01,-2.635094342874026552e+01,-1.100041471375628106e+02,-1.098039080503625371e+02
4.234115261660169327e-02,-2.610345041896619733e+01,-2.636138623482278831e+01,-1.100451719073850683e+02,-1.098440533980113116e+02
4.238993262266001205e-02,-2.611326520076632463e+01,-2.637183082515676702e+01,-1.100862237645276167e+02,-1.098842224273631984e+02
4.243876882673945639e-02,-2.612308040294188771e+01,-2.638227720154289102e+01,-1.101273027616861668e+02,-1.099244151798689160e+02
4.248766129358421545e-02,-2.613289602456185889e+01,-2.639272536578853945e+01,-1.101684089515982521e+02,-1.099646316969861886e+02
4.253661008801288418e-02,-2.614271206469714670e+01,-2.640317531970772080e+01,-1.102095423870430579e+02,-1.100048720201793913e+02
4.258561527491892817e-02,-2.615252852242070247e+01,-2.641362706512112268e+01,-1.102507031208417345e+02,-1.100451361909197772e+02
4.263467691927037145e-02,-2.616234539680736759e+01,-2.642408060385607627e+01,-1.102918912058571266e+02,-1.100854242506851932e+02
4.268379508611024054e-02,-2.617216268693402625e+01,-2.643453593774658117e+01,-1.103331066949941430e+02,-1.101257362409602507e+02
4.273296984055648812e-02,-2.618198039187950243e+01,-2.644499306863329480e+01,-1.103743496411997000e+02,-1.101660722032361548e+02
4.278220124780195838e-02,-2.619179851072456344e+01,-2.645545199836352879e+01,-1.104156200974625648e+02,-1.102064321790105907e+02
4.283148937311477555e-02,-2.620161704255197321e+01,-2.646591272879127388e+01,-1.104569181168137959e+02,-1.102468162097879230e+02
4.288083428183807333e-02,-2.621143598644640349e+01,-2.647637526177712886e+01,-1.104982437523263741e+02,-1.102872243370787970e+02
4.293023603939045973e-02,-2.622125534149452619e+01,-2.648683959918843556e+01,-1.105395970571156852e+02,-1.103276566024004950e+02
4.297969471126571878e-02,-2.623107510678491039e+01,-2.649730574289911900e+01,-1.105809780843391223e+02,-1.103681130472764949e+02
4.302921036303321983e-02,-2.624089528140810756e+01,-2.650777369478980461e+01,-1.106223868871965408e+02,-1.104085937132367263e+02
4.307878306033788990e-02,-2.625071586445660188e+01,-2.651824345674778272e+01,-1.106638235189301440e+02,-1.104490986418174145e+02
4.312841286890013032e-02,-2.626053685502478174e+01,-2.652871503066697301e+01,-1.107052880328243702e+02,-1.104896278745609095e+02
4.317809985451624005e-02,-2.627035825220901444e+01,-2.653918841844800625e+01,-1.107467804822062902e+02,-1.105301814530158993e+02
4.322784408305815201e-02,-2.628018005510755373e+01,-2.654966362199811769e+01,-1.107883009204453373e+02,-1.105707594187370688e+02
4.327764562047385632e-02,-2.629000226282060737e+01,-2.656014064323125723e+01,-1.108298494009536057e+02,-1.106113618132853418e+02
4.332750453278714359e-02,-2.629982487445026962e+01,-2.657061948406798990e+01,-1.108714259771856803e+02,-1.106519886782275535e+02
4.337742088609800040e-02,-2.630964788910059227e+01,-2.658110014643558117e+01,-1.109130307026388920e+02,-1.106926400551366640e+02
4.342739474658257465e-02,-2.631947130587752071e+01,-2.659158263226795782e+01,-1.109546636308533323e+02,-1.107333159855915454e+02
4.347742618049311308e-02,-2.632929512388889748e+01,-2.660206694350566536e+01,-1.109963248154117110e+02,-1.107740165111768960e+02
4.352751525415836376e-02,-2.633911934224449425e+01,-2.661255308209596748e+01,-1.110380143099397117e+02,-1.108147416734834110e+02
4.357766203398331928e-02,-2.634894396005595496e+01,-2.662304104999275367e+01,-1.110797321681057497e+02,-1.108554915141074702e+02
4.362786658644965399e-02,-2.635876897643685624e+01,-2.663353084915660673e+01,-1.111214784436213137e+02,-1.108962660746513080e+02
4.367812897811544637e-02,-2.636859439050263632e+01,-2.664402248155472464e+01,-1.111632531902407379e+02,-1.109370653967227724e+02
4.372844927561563705e-02,-2.637842020137064836e+01,-2.665451594916103772e+01,-1.112050564617615152e+02,-1.109778895219354666e+02
4.377882754566177204e-02,-2.638824640816011424e+01,-2.666501125395607374e+01,-1.112468883120241259e+02,-1.110187384919085360e+02
4.382926385504235661e-02,-2.639807300999214590e+01,-2.667550839792706086e+01,-1.112887487949122658e+02,-1.110596123482667252e+02
4.387975827062286921e-02,-2.640790000598975240e+01,-2.668600738306789566e+01,-1.113306379643528317e+02,-1.111005111326403494e+02
4.393031085934567814e-02,-2.641772739527777603e+01,-2.669650821137910768e+01,-1.113725558743158928e+02,-1.111414348866650528e+02
4.398092168823045101e-02,-2.642755517698298107e+01,-2.670701088486792329e+01,-1.114145025788149468e+02,-1.111823836519820503e+02
4.403159082437388405e-02,-2.643738335023395081e+01,-2.671751540554820536e+01,-1.114564781319067208e+02,-1.112233574702378007e+02
4.408231833495016017e-02,-2.644721191416118700e+01,-2.672802177544051005e+01,-1.114984825876915124e+02,-1.112643563830841771e+02
4.413310428721067130e-02,-2.645704086789699261e+01,-2.673852999657201934e+01,-1.115405160003129197e+02,-1.113053804321781968e+02
4.418394874848442094e-02,-2.646687021057557132e+01,-2.674904007097660852e+01,-1.115825784239581964e+02,-1.113464296591822347e+02
4.423485178617797553e-02,-2.647669994133298133e+01,-2.675955200069482842e+01,-1.116246699128582094e+02,-1.113875041057638100e+02
4.428581346777543670e-02,-2.648653005930708204e+01,-2.677006578777384505e+01,-1.116667905212872824e+02,-1.114286038135954442e+02
4.433683386083882294e-02,-2.649636056363765846e+01,-2.678058143426753901e+01,-1.117089403035636366e+02,-1.114697288243548883e+02
4.438791303300779895e-02,-2.650619145346624705e+01,-2.679109894223642740e+01,-1.117511193140490633e+02,-1.115108791797247676e+02
4.443905105200016831e-02,-2.651602272793630988e+01,-2.680161831374770287e+01,-1.117933276071493651e+02,-1.115520549213928234e+02
4.449024798561152655e-02,-2.652585438619306757e+01,-2.681213955087521228e+01,-1.118355652373139719e+02,-1.115932560910515434e+02
4.454150390171573992e-02,-2.653568642738363437e+01,-2.682266265569946384e+01,-1.118778322590363814e+02,-1.116344827303984459e+02
4.459281886826486907e-02,-2.654551885065692574e+01,-2.683318763030765552e+01,-1.119201287268540881e+02,-1.116757348811357815e+02
4.464419295328910658e-02,-2.655535165516366902e+01,-2.684371447679361466e+01,-1.119624546953484696e+02,-1.117170125849705471e+02
4.469562622489722109e-02,-2.656518484005644609e+01,-2.685424319725786191e+01,-1.120048102191451278e+02,-1.117583158836145572e+02
4.474711875127625194e-02,-2.657501840448961161e+01,-2.686477379380755082e+01,-1.120471953529137039e+02,-1.117996448187841452e+02
4.479867060069198798e-02,-2.658485234761938187e+01,-2.687530626855653892e+01,-1.120896101513681344e+02,-1.118409994322004195e+02
4.485028184148866920e-02,-2.659468666860373887e+01,-2.688584062362529181e+01,-1.121320546692665090e+02,-1.118823797655888654e+02
4.490195254208942388e-02,-2.660452136660250844e+01,-2.689637686114098614e+01,-1.121745289614112693e+02,-1.119237858606796436e+02
4.495368277099619919e-02,-2.661435644077730345e+01,-2.690691498323745989e+01,-1.122170330826492943e+02,-1.119652177592073627e+02
4.500547259678972650e-02,-2.662419189029152733e+01,-2.691745499205516623e+01,-1.122595670878717442e+02,-1.120066755029108805e+02
4.505732208812993078e-02,-2.663402771431039540e+01,-2.692799688974128358e+01,-1.123021310320144011e+02,-1.120481591335336162e+02
4.510923131375566691e-02,-2.664386391200089577e+01,-2.693854067844959843e+01,-1.123447249700574559e+02,-1.120896686928231247e+02
4.516120034248513604e-02,-2.665370048253183910e+01,-2.694908636034060478e+01,-1.123873489570258073e+02,-1.121312042225313519e+02
4.521322924321567044e-02,-2.666353742507376978e+01,-2.695963393758141891e+01,-1.124300030479889045e+02,-1.121727657644142937e+02
4.526531808492413600e-02,-2.667337473879906895e+01,-2.697018341234584682e+01,-1.124726872980610040e+02,-1.122143533602322663e+02
4.531746693666670323e-02,-2.668321242288184791e+01,-2.698073478681433812e+01,-1.125154017624010265e+02,-1.122559670517495221e+02
4.536967586757921500e-02,-2.669305047649802987e+01,-2.699128806317402152e+01,-1.125581464962127995e+02,-1.122976068807344348e+02
4.542194494687718659e-02,-2.670288889882530015e+01,-2.700184324361867638e+01,-1.126009215547450566e+02,-1.123392728889594423e+02
4.547427424385571543e-02,-2.671272768904308492e+01,-2.701240033034872923e+01,-1.126437269932913097e+02,-1.123809651182007343e+02
4.552666382788992522e-02,-2.672256684633261159e+01,-2.702295932557129987e+01,-1.126865628671902755e+02,-1.124226836102385789e+02
4.557911376843469531e-02,-2.673240636987683416e+01,-2.703352023150012684e+01,-1.127294292318255344e+02,-1.124644284068569249e+02
4.563162413502507703e-02,-2.674224625886049722e+01,-2.704408305035565263e+01,-1.127723261426259569e+02,-1.125061995498436431e+02
4.568419499727606470e-02,-2.675208651247006486e+01,-2.705464778436492779e+01,-1.128152536550654048e+02,-1.125479970809901573e+02
4.573682642488299810e-02,-2.676192712989378109e+01,-2.706521443576171038e+01,-1.128582118246631154e+02,-1.125898210420917280e+02
4.578951848762149307e-02,-2.677176811032162007e+01,-2.707578300678639494e+01,-1.129012007069835875e+02,-1.126316714749471828e+02
4.584227125534742070e-02,-2.678160945294529682e+01,-2.708635349968602668e+01,-1.129442203576365813e+02,-1.126735484213588450e+02
4.589508479799732366e-02,-2.679145115695828494e+01,-2.709692591671433348e+01,-1.129872708322774031e+02,-1.127154519231326759e+02
4.594795918558812475e-02,-2.680129322155575977e+01,-2.710750026013165837e+01,-1.130303521866066205e+02,-1.127573820220779623e+02
4.600089448821759186e-02,-2.681113564593466592e+01,-2.711807653220504477e+01,-1.130734644763705461e+02,-1.127993387600075295e+02
4.605389077606408116e-02,-2.682097842929364617e+01,-2.712865473520817261e+01,-1.131166077573609101e+02,-1.128413221787374283e+02
4.610694811938691878e-02,-2.683082157083309482e+01,-2.713923487142136537e+01,-1.131597820854151735e+02,-1.128833323200870922e+02
4.616006658852638000e-02,-2.684066506975512212e+01,-2.714981694313163985e+01,-1.132029875164164849e+02,-1.129253692258791943e+02
4.621324625390364760e-02,-2.685050892526353650e+01,-2.716040095263262799e+01,-1.132462241062936812e+02,-1.129674329379395346e+02
4.626648718602122123e-02,-2.686035313656389434e+01,-2.717098690222463375e+01,-1.132894919110215568e+02,-1.130095234980971384e+02
4.631978945546261217e-02,-2.687019770286341469e+01,-2.718157479421460820e+01,-1.133327909866205943e+02,-1.130516409481840157e+02
4.637315313289287061e-02,-2.688004262337110006e+01,-2.719216463091616376e+01,-1.133761213891574187e+02,-1.130937853300352742e+02
4.642657828905824569e-02,-2.688988789729758366e+01,-2.720275641464955285e+01,-1.134194831747444852e+02,-1.131359566854889209e+02
4.648006499478663650e-02,-2.689973352385523597e+01,-2.721335014774169636e+01,-1.134628763995403631e+02,-1.131781550563859469e+02
4.653361332098756437e-02,-2.690957950225813988e+01,-2.722394583252616940e+01,-1.135063011197498355e+02,-1.132203804845702138e+02
4.658722333865206178e-02,-2.691942583172203030e+01,-2.723454347134316222e+01,-1.135497573916236860e+02,-1.132626330118882834e+02
4.664089511885316508e-02,-2.692927251146437939e+01,-2.724514306653955487e+01,-1.135932452714590681e+02,-1.133049126801896307e+02
4.669462873274560222e-02,-2.693911954070430070e+01,-2.725574462046886026e+01,-1.136367648155993635e+02,-1.133472195313262176e+02
4.674842425156625070e-02,-2.694896691866264860e+01,-2.726634813549123848e+01,-1.136803160804343946e+02,-1.133895536071528625e+02
4.680228174663387392e-02,-2.695881464456189036e+01,-2.727695361397348961e+01,-1.137238991224002405e+02,-1.134319149495267851e+02
4.685620128934960688e-02,-2.696866271762624478e+01,-2.728756105828909284e+01,-1.137675139979796768e+02,-1.134743036003078913e+02
4.691018295119662312e-02,-2.697851113708154003e+01,-2.729817047081813541e+01,-1.138111607637018068e+02,-1.135167196013583606e+02
4.696422680374061354e-02,-2.698835990215531311e+01,-2.730878185394737301e+01,-1.138548394761424589e+02,-1.135591629945429872e+02
4.701833291862970998e-02,-2.699820901207677082e+01,-2.731939521007021199e+01,-1.138985501919241585e+02,-1.136016338217288819e+02
4.707250136759445758e-02,-2.700805846607675775e+01,-2.733001054158667031e+01,-1.139422929677159999e+02,-1.136441321247853296e+02
4.712673222244821020e-02,-2.701790826338780249e+01,-2.734062785090345216e+01,-1.139860678602340158e+02,-1.136866579455840167e+02
4.718102555508688067e-02,-2.702775840324408563e+01,-2.735124714043386618e+01,-1.140298749262409643e+02,-1.137292113259987048e+02
4.723538143748939183e-02,-2.703760888488143621e+01,-2.736186841259788949e+01,-1.140737142225466130e+02,-1.137717923079054145e+02
4.728979994171741280e-02,-2.704745970753732820e+01,-2.737249166982212856e+01,-1.141175858060075541e+02,-1.138144009331820712e+02
4.734428113991576148e-02,-2.705731087045091243e+01,-2.738311691453981922e+01,-1.141614897335275742e+02,-1.138570372437087741e+02
4.739882510431238372e-02,-2.706716237286295978e+01,-2.739374414919087286e+01,-1.142054260620574837e+02,-1.138997012813675553e+02
4.745343190721829085e-02,-2.707701421401587893e+01,-2.740437337622179470e+01,-1.142493948485951876e+02,-1.139423930880422660e+02
4.750810162102798301e-02,-2.708686639315373768e+01,-2.741500459808576551e+01,-1.142933961501858704e+02,-1.139851127056187181e+02
4.756283431821918539e-02,-2.709671890952221673e+01,-2.742563781724255989e+01,-1.143374300239219536e+02,-1.140278601759844150e+02
4.761763007135330628e-02,-2.710657176236864174e+01,-2.743627303615863866e+01,-1.143814965269432520e+02,-1.140706355410286932e+02
4.767248895307516637e-02,-2.711642495094195482e+01,-2.744691025730705292e+01,-1.144255957164368880e+02,-1.141134388426424664e+02
4.772741103611341518e-02,-2.712627847449273233e+01,-2.745754948316750443e+01,-1.144697276496375196e+02,-1.141562701227183112e+02
4.778239639328049626e-02,-2.713613233227318489e+01,-2.746819071622634567e+01,-1.145138923838273826e+02,-1.141991294231504526e+02
4.783744509747257789e-02,-2.714598652353709696e+01,-2.747883395897652292e+01,-1.145580899763360918e+02,-1.142420167858344229e+02
4.789255722167002488e-02,-2.715584104753992278e+01,-2.748947921391765448e+01,-1.146023204845411527e+02,-1.142849322526674172e+02
4.794773283893707938e-02,-2.716569590353867625e+01,-2.750012648355593470e+01,-1.146465839658676344e+02,-1.143278758655477958e+02
4.800297202242233968e-02,-2.717555109079203390e+01,-2.751077577040424416e+01,-1.146908804777884114e+02,-1.143708476663754539e+02
4.805827484535850347e-02,-2.718540660856021773e+01,-2.752142707698204660e+01,-1.147352100778242061e+02,-1.144138476970513807e+02
4.811364138106277721e-02,-2.719526245610510173e+01,-2.753208040581544935e+01,-1.147795728235436457e+02,-1.144568759994779157e+02
4.816907170293681373e-02,-2.720511863269014441e+01,-2.754273575943719976e+01,-1.148239687725633473e+02,-1.144999326155584782e+02
4.822456588446671216e-02,-2.721497513758037456e+01,-2.755339314038662479e+01,-1.148683979825478474e+02,-1.145430175871975820e+02
4.828012399922341352e-02,-2.722483197004244815e+01,-2.756405255120972342e+01,-1.149128605112099279e+02,-1.145861309563008064e+02
4.833574612086242311e-02,-2.723468912934458075e+01,-2.757471399445907778e+01,-1.149573564163103896e+02,-1.146292727647746403e+02
4.839143232312429627e-02,-2.724454661475660799e+01,-2.758537747269391360e+01,-1.150018857556583356e+02,-1.146724430545266245e+02
4.844718267983436077e-02,-2.725440442554989318e+01,-2.759604298848005044e+01,-1.150464485871111009e+02,-1.147156418674649530e+02
4.850299726490317487e-02,-2.726426256099745515e+01,-2.760671054438996208e+01,-1.150910449685743941e+02,-1.147588692454988148e+02
4.855887615232624965e-02,-2.727412102037380848e+01,-2.761738014300268773e+01,-1.151356749580022552e+02,-1.148021252305379960e+02
4.861481941618451402e-02,-2.728397980295509484e+01,-2.762805178690393149e+01,-1.151803386133973532e+02,-1.148454098644930212e+02
4.867082713064422445e-02,-2.729383890801901913e+01,-2.763872547868598417e+01,-1.152250359928108026e+02,-1.148887231892750833e+02
4.872689936995693721e-02,-2.730369833484482811e+01,-2.764940122094774466e+01,-1.152697671543421905e+02,-1.149320652467957729e+02
4.878303620845995253e-02,-2.731355808271335306e+01,-2.766007901629473764e+01,-1.153145321561400607e+02,-1.149754360789673910e+02
4.883923772057600921e-02,-2.732341815090697068e+01,-2.767075886733907808e+01,-1.153593310564013592e+02,-1.150188357277024807e+02
4.889550398081379118e-02,-2.733327853870963509e+01,-2.768144077669951741e+01,-1.154041639133721162e+02,-1.150622642349141245e+02
4.895183506376762222e-02,-2.734313924540682450e+01,-2.769212474700136539e+01,-1.154490307853469631e+02,-1.151057216425155758e+02
4.900823104411791004e-02,-2.735300027028559811e+01,-2.770281078087658955e+01,-1.154939317306696864e+02,-1.151492079924204148e+02
4.906469199663109765e-02,-2.736286161263455341e+01,-2.771349888096372638e+01,-1.155388668077329157e+02,-1.151927233265424775e+02
4.912121799615962181e-02,-2.737272327174381559e+01,-2.772418904990791333e+01,-1.155838360749783362e+02,-1.152362676867955713e+02
4.917780911764235013e-02,-2.738258524690507656e+01,-2.773488129036091010e+01,-1.156288395908968596e+02,-1.152798411150938023e+02
4.923446543610427578e-02,-2.739244753741153460e+01,-2.774557560498105602e+01,-1.156738774140283681e+02,-1.153234436533510205e+02
4.929118702665705176e-02,-2.740231014255795827e+01,-2.775627199643329845e+01,-1.157189496029622688e+02,-1.153670753434813179e+02
4.934797396449863011e-02,-2.741217306164061895e+01,-2.776697046738915375e+01,-1.157640562163370674e+02,-1.154107362273983881e+02
4.940482632491378229e-02,-2.742203629395733344e+01,-2.777767102052676407e+01,-1.158091973128406806e+02,-1.154544263470159819e+02
4.946174418327398820e-02,-2.743189983880744975e+01,-2.778837365853086183e+01,-1.158543729512106069e+02,-1.154981457442475090e+02
4.951872761503741532e-02,-2.744176369549181516e+01,-2.779907838409273069e+01,-1.158995831902336562e+02,-1.155418944610060805e+02
4.957577669574937673e-02,-2.745162786331281524e+01,-2.780978519991029430e+01,-1.159448280887464051e+02,-1.155856725392045234e+02
4.963289150104199798e-02,-2.746149234157433483e+01,-2.782049410868801687e+01,-1.159901077056348555e+02,-1.156294800207551106e+02
4.969007210663475838e-02,-2.747135712958179710e+01,-2.783120511313698131e+01,-1.160354220998349604e+02,-1.156733169475698446e+02
4.974731858833415787e-02,-2.748122222664211023e+01,-2.784191821597482175e+01,-1.160807713303322259e+02,-1.157171833615598899e+02
4.980463102203418896e-02,-2.749108763206370298e+01,-2.785263341992578745e+01,-1.161261554561621097e+02,-1.157610793046361124e+02
4.986200948371628111e-02,-2.750095334515651047e+01,-2.786335072772068600e+01,-1.161715745364100343e+02,-1.158050048187085537e+02
4.991945404944923836e-02,-2.751081936523195282e+01,-2.787407014209689748e+01,-1.162170286302112174e+02,-1.158489599456864880e+02
4.997696479538971115e-02,-2.752068569160296718e+01,-2.788479166579839941e+01,-1.162625177967510837e+02,-1.158929447274785076e+02
5.003454179778188404e-02,-2.753055232358396154e+01,-2.789551530157570625e+01,-1.163080420952650087e+02,-1.159369592059922383e+02
5.009218513295798231e-02,-2.754041926049087863e+01,-2.790624105218594764e+01,-1.163536015850387315e+02,-1.159810034231344957e+02
5.014989487733796658e-02,-2.755028650164108939e+01,-2.791696892039278310e+01,-1.163991963254080133e+02,-1.160250774208110300e+02
5.020767110743004635e-02,-2.756015404635350663e+01,-2.792769890896647667e+01,-1.164448263757591064e+02,-1.160691812409265822e+02
5.026551389983036772e-02,-2.757002189394848202e+01,-2.793843102068381512e+01,-1.164904917955284702e+02,-1.161133149253847847e+02
5.032342333122347133e-02,-2.757989004374787001e+01,-2.794916525832817555e+01,-1.165361926442031404e+02,-1.161574785160880481e+02
5.038139947838225080e-02,-2.758975849507500655e+01,-2.795990162468951468e+01,-1.165819289813206154e+02,-1.162016720549376885e+02
5.043944241816789020e-02,-2.759962724725468419e+01,-2.797064012256429066e+01,-1.166277008664689276e+02,-1.162458955838335299e+02
5.049755222753032902e-02,-2.760949629961318408e+01,-2.798138075475558395e+01,-1.166735083592867994e+02,-1.162901491446742455e+02
5.055572898350794292e-02,-2.761936565147821909e+01,-2.799212352407297288e+01,-1.167193515194636007e+02,-1.163344327793568169e+02
5.061397276322808503e-02,-2.762923530217902268e+01,-2.800286843333263676e+01,-1.167652304067395903e+02,-1.163787465297769899e+02
5.067228364390674589e-02,-2.763910525104623161e+01,-2.801361548535725277e+01,-1.168111450809056890e+02,-1.164230904378288045e+02
5.073066170284903920e-02,-2.764897549741197835e+01,-2.802436468297609906e+01,-1.168570956018038629e+02,-1.164674645454047521e+02
5.078910701744912548e-02,-2.765884604060985197e+01,-2.803511602902496946e+01,-1.169030820293271375e+02,-1.165118688943956329e+02
5.084761966519018433e-02,-2.766871687997485907e+01,-2.804586952634620189e+01,-1.169491044234193566e+02,-1.165563035266903995e+02
5.090619972364486545e-02,-2.767858801484349485e+01,-2.805662517778868548e+01,-1.169951628440756508e+02,-1.166007684841764132e+02
5.096484727047498331e-02,-2.768845944455367558e+01,-2.806738298620783922e+01,-1.170412573513422387e+02,-1.166452638087388607e+02
5.102356238343202371e-02,-2.769833116844477416e+01,-2.807814295446562625e+01,-1.170873880053166829e+02,-1.166897895422612947e+02
5.108234514035685236e-02,-2.770820318585759523e+01,-2.808890508543053244e+01,-1.171335548661477901e+02,-1.167343457266249658e+02
5.114119561918015200e-02,-2.771807549613438937e+01,-2.809966938197758424e+01,-1.171797579940357394e+02,-1.167789324037092911e+02
5.120011389792240852e-02,-2.772794809861884957e+01,-2.811043584698834508e+01,-1.172259974492323380e+02,-1.168235496153914568e+02
5.125910005469382080e-02,-2.773782099265606504e+01,-2.812120448335086920e+01,-1.172722732920406514e+02,-1.168681974035463895e+02
5.131815416769478638e-02,-2.774769417759259227e+01,-2.813197529395978691e+01,-1.173185855828155866e+02,-1.169128758100468986e+02
5.137727631521559618e-02,-2.775756765277638749e+01,-2.814274828171620868e+01,-1.173649343819635220e+02,-1.169575848767632493e+02
5.143646657563692715e-02,-2.776744141755686002e+01,-2.815352344952777486e+01,-1.174113197499427343e+02,-1.170023246455634904e+02
5.149572502742957858e-02,-2.777731547128480116e+01,-2.816430080030864147e+01,-1.174577417472631282e+02,-1.170470951583131125e+02
5.155505174915486766e-02,-2.778718981331243754e+01,-2.817508033697948377e+01,-1.175042004344866058e+02,-1.170918964568751193e+02
5.161444681946466412e-02,-2.779706444299342749e+01,-2.818586206246749981e+01,-1.175506958722270667e+02,-1.171367285831098997e+02
5.167391031710125843e-02,-2.780693935968279717e+01,-2.819664597970636066e+01,-1.175972281211501667e+02,-1.171815915788751425e+02
5.173344232089788913e-02,-2.781681456273703645e+01,-2.820743209163627085e+01,-1.176437972419739850e+02,-1.172264854860258794e+02
5.179304290977840286e-02,-2.782669005151398167e+01,-2.821822040120391861e+01,-1.176904032954684141e+02,-1.172714103464142710e+02
5.185271216275776085e-02,-2.783656582537292223e+01,-2.822901091136252560e+01,-1.177370463424558267e+02,-1.173163662018896929e+02
5.191245015894178222e-02,-2.784644188367451179e+01,-2.823980362507175812e+01,-1.177837264438106786e+02,-1.173613530942984653e+02
5.197225697752759499e-02,-2.785631822578082506e+01,-2.825059854529781944e+01,-1.178304436604599914e+02,-1.174063710654841088e+02
