omega,gain_FOPDTOPT,gain_SOPDTOPT,gain_SOPDTVDG,gain_FOPDTStrejc,gain_FOPDTBR,gain_FOPDTBR2,phase_FOPDTOPT,phase_SOPDTOPT,phase_SOPDTVDG,phase_FOPDTStrejc,phase_FOPDTBR,phase_FOPDTBR2
1.184697196513767896e-03,-1.004873691587272866e+01,-1.002126332504657924e+01,-1.115923864511644226e+01,-1.110377371613365405e+01,-1.122753010984586020e+01,-1.112289723827358046e+01,-1.142155449420798696e+01,-1.134005826352469626e+01,-6.591320758056124163e+00,-8.562217961019534584e+00,-1.261139696140018174e+01,-9.351639025106905478e+00
1.186062051574433189e-03,-1.004903923886086758e+01,-1.002157115141895716e+01,-1.115947290324897523e+01,-1.110388162931124789e+01,-1.122791598191234819e+01,-1.112304837761882048e+01,-1.143447951416038855e+01,-1.135288644353664367e+01,-6.598821961213053200e+00,-8.572047308565732493e+00,-1.262558873035747098e+01,-9.362330647291457808e+00
1.187428479044775774e-03,-1.004934223772844426e+01,-1.002187966603208302e+01,-1.115970769315100952e+01,-1.110398978993398522e+01,-1.122830270919442697e+01,-1.112319986013327977e+01,-1.144741863659512759e+01,-1.136572860463433798e+01,-6.606331491622507102e+00,-8.581887859861755175e+00,-1.263979571780624767e+01,-9.373034306250778158e+00
1.188796480736324223e-03,-1.004964591393915896e+01,-1.002218887037670747e+01,-1.115994301601084437e+01,-1.110409819856616309e+01,-1.122869029351112502e+01,-1.112335168658413309e+01,-1.146037187514279232e+01,-1.137858476027659549e+01,-6.613849357819279184e+00,-8.591739627401683066e+00,-1.265401793756650228e+01,-9.383750014900357428e+00
1.190166058462690515e-03,-1.004995026895966959e+01,-1.002249876594660627e+01,-1.116017887301935474e+01,-1.110420685577335753e+01,-1.122907873668499690e+01,-1.112350385774020900e+01,-1.147333924344118650e+01,-1.139145492392916204e+01,-6.621375568344484819e+00,-8.601602623692555127e+00,-1.266825540346238732e+01,-9.394477786167357181e+00
1.191537214039579788e-03,-1.005025530425959168e+01,-1.002280935423856789e+01,-1.116041526536999484e+01,-1.110431576212241467e+01,-1.122946804054213388e+01,-1.112365637437200583e+01,-1.148632075513539341e+01,-1.140433910906477344e+01,-6.628910131745596068e+00,-8.611476861254418580e+00,-1.268250812932224925e+01,-9.405217632990677146e+00
1.192909949284788173e-03,-1.005056102131151974e+01,-1.002312063675241660e+01,-1.116065219425878396e+01,-1.110442491818146316e+01,-1.122985820691216929e+01,-1.112380923725169168e+01,-1.149931642387772257e+01,-1.141723732916308620e+01,-6.636453056576404386e+00,-8.621362352620323577e+00,-1.269677612897856100e+01,-9.415969568320900152e+00
1.194284266018204961e-03,-1.005086742159100766e+01,-1.002343261499099292e+01,-1.116088966088434731e+01,-1.110453432451990352e+01,-1.123024923762827854e+01,-1.112396244715309024e+01,-1.151232626332769726e+01,-1.143014959771065797e+01,-6.644004351397026831e+00,-8.631259110336317875e+00,-1.271105941626787050e+01,-9.426733605120318771e+00
1.195660166061814772e-03,-1.005117450657660427e+01,-1.002374529046016960e+01,-1.116112766644788223e+01,-1.110464398170844014e+01,-1.123064113452719504e+01,-1.112411600485172158e+01,-1.152535028715200127e+01,-1.144307592820092090e+01,-6.651564024773897188e+00,-8.641167146961469925e+00,-1.272535800503078640e+01,-9.437509756362921109e+00
1.197037651239704495e-03,-1.005148227774981962e+01,-1.002405866466888185e+01,-1.116136621215319913e+01,-1.110475389031904214e+01,-1.123103389944920316e+01,-1.112426991112475783e+01,-1.153838850902452506e+01,-1.145601633413422782e+01,-6.659132085279779290e+00,-8.651086475067891968e+00,-1.273967190911198699e+01,-9.448298035034431663e+00
1.198416723378062203e-03,-1.005179073659517286e+01,-1.002437273912908644e+01,-1.116160529920669831e+01,-1.110486405092497719e+01,-1.123142753423815243e+01,-1.112442416675107459e+01,-1.155144094262632848e+01,-1.146897082901777409e+01,-6.666708541493756357e+00,-8.661017107240745361e+00,-1.275400114236015447e+01,-9.459098454132297107e+00
1.199797384305176500e-03,-1.005209988460016568e+01,-1.002468751535579905e+01,-1.116184492881738421e+01,-1.110497446410081679e+01,-1.123182204074145751e+01,-1.112457877251121730e+01,-1.156450760164556968e+01,-1.148193942636556741e+01,-6.674293402001202580e+00,-8.670959056078210381e+00,-1.276834571862791279e+01,-9.469911026665643661e+00
1.201179635851445417e-03,-1.005240972325530180e+01,-1.002500299486710134e+01,-1.116208510219688144e+01,-1.110508513042240253e+01,-1.123221742081010888e+01,-1.112473372918742598e+01,-1.157758849977755489e+01,-1.149492213969846155e+01,-6.681886675393814201e+00,-8.680912334191559054e+00,-1.278270565177186668e+01,-9.480735765655357028e+00
1.202563479849376405e-03,-1.005272025405408698e+01,-1.002531917918411075e+01,-1.116232582055943290e+01,-1.110519605046690117e+01,-1.123261367629867458e+01,-1.112488903756362113e+01,-1.159068365072470641e+01,-1.150791898254412082e+01,-6.689488370269594419e+00,-8.690876954205135618e+00,-1.279708095565253778e+01,-9.491572684134041538e+00
1.203948918133585259e-03,-1.005303147849303080e+01,-1.002563606983103739e+01,-1.116256708512189988e+01,-1.110530722481276200e+01,-1.123301080906530558e+01,-1.112504469842543209e+01,-1.160379306819649869e+01,-1.152092996843695438e+01,-6.697098495232829407e+00,-8.700852928756347637e+00,-1.281147164413431128e+01,-9.502421795146009487e+00
1.205335952540801314e-03,-1.005334339807167154e+01,-1.002595366833514134e+01,-1.116280889710376378e+01,-1.110541865403974704e+01,-1.123340882097173754e+01,-1.112520071256017573e+01,-1.161691676590947964e+01,-1.153395511091814463e+01,-6.704717058894095416e+00,-8.710840270495696203e+00,-1.282587773108540752e+01,-9.513283111747309562e+00
1.206724584909872437e-03,-1.005365601429254596e+01,-1.002627197622677535e+01,-1.116305125772715456e+01,-1.110553033872891504e+01,-1.123380771388331034e+01,-1.112535708075687069e+01,-1.163005475758725638e+01,-1.154699442353564365e+01,-6.712344069870282759e+00,-8.720838992086791919e+00,-1.284029923037791754e+01,-9.524156647005733944e+00
1.208114817081765461e-03,-1.005396932866123016e+01,-1.002659099503935991e+01,-1.116329416821683296e+01,-1.110564227946265525e+01,-1.123420748966895211e+01,-1.112551380380624622e+01,-1.164320705696047753e+01,-1.156004791984411284e+01,-6.719979536784550511e+00,-8.730849106206381549e+00,-1.285473615588771068e+01,-9.535042414000820088e+00
1.209506650899563581e-03,-1.005428334268632540e+01,-1.002691072630940994e+01,-1.116353762980019226e+01,-1.110575447682463945e+01,-1.123460815020120407e+01,-1.112567088250072800e+01,-1.165637367776676570e+01,-1.157311561340489625e+01,-6.727623468266333617e+00,-8.740870625544284067e+00,-1.286918852149437598e+01,-9.545940425823806308e+00
1.210900088208477846e-03,-1.005459805787946337e+01,-1.002723117157653121e+01,-1.116378164370729564e+01,-1.110586693139988590e+01,-1.123500969735621169e+01,-1.112582831763447011e+01,-1.166955463375076185e+01,-1.158619751778605789e+01,-6.735275872951357989e+00,-8.750903562803493685e+00,-1.288365634108127544e+01,-9.556850695577702837e+00
1.212295130855844776e-03,-1.005491347575531158e+01,-1.002755233238342569e+01,-1.116402621117084060e+01,-1.110597964377470603e+01,-1.123541213301375130e+01,-1.112598611000332305e+01,-1.168274993866408806e+01,-1.159929364656232309e+01,-6.742936759481620967e+00,-8.760947930700137221e+00,-1.289813962853546947e+01,-9.567773236377270507e+00
1.213691780691126577e-03,-1.005522959783159465e+01,-1.002787421027589509e+01,-1.116427133342620159e+01,-1.110609261453674179e+01,-1.123581545905719281e+01,-1.112614426040486393e+01,-1.169595960626529418e+01,-1.161240401331504302e+01,-6.750606136505375332e+00,-8.771003741963479428e+00,-1.291263839774764577e+01,-9.578708061348987002e+00
1.215090039565916566e-03,-1.005554642562907475e+01,-1.002819680680285153e+01,-1.116451701171139632e+01,-1.110620584427496560e+01,-1.123621967737355831e+01,-1.112630276963839471e+01,-1.170918365031986674e+01,-1.162552863163218930e+01,-6.758284012677141739e+00,-8.781071009335953192e+00,-1.292715266261213358e+01,-9.589655183631091262e+00
1.216489909333943065e-03,-1.005586396067157295e+01,-1.002852012351632283e+01,-1.116476324726713720e+01,-1.110631933357966972e+01,-1.123662478985348656e+01,-1.112646163850493508e+01,-1.172242208460022184e+01,-1.163866751510837716e+01,-6.765970396657699837e+00,-8.791149745573171970e+00,-1.294168243702688592e+01,-9.600614616373579935e+00
1.217891391851070497e-03,-1.005618220448596567e+01,-1.002884416197144013e+01,-1.116501004133679587e+01,-1.110643308304248400e+01,-1.123703079839125962e+01,-1.112662086780724202e+01,-1.173567492288569092e+01,-1.165182067734479610e+01,-6.773665297114096262e+00,-8.801239963443943992e+00,-1.295622773489342627e+01,-9.611586372738205597e+00
1.219294488975297642e-03,-1.005650115860220239e+01,-1.002916892372647872e+01,-1.116525739516642446e+01,-1.110654709325635281e+01,-1.123743770488480109e+01,-1.112678045834979024e+01,-1.174894217896242488e+01,-1.166498813194917616e+01,-6.781368722719606446e+00,-8.811341675730233192e+00,-1.297078857011677044e+01,-9.622570465898462544e+00
1.220699202566767399e-03,-1.005682082455329684e+01,-1.002949441034282252e+01,-1.116550531000476809e+01,-1.110666136481557942e+01,-1.123784551123568676e+01,-1.112694041093880415e+01,-1.176222386662348995e+01,-1.167816989253582172e+01,-6.789080682153762147e+00,-8.821454895227244464e+00,-1.298536495660548518e+01,-9.633566909039611659e+00
1.222105534487765918e-03,-1.005714120387533583e+01,-1.002982062338500668e+01,-1.116575378710326127e+01,-1.110677589831579049e+01,-1.123825421934913393e+01,-1.112710072638224368e+01,-1.177551999966877183e+01,-1.169136597272556877e+01,-6.796801184102341686e+00,-8.831579634743382812e+00,-1.299995690827160111e+01,-9.644575715358696399e+00
1.223513486602721950e-03,-1.005746229810748460e+01,-1.003014756442068567e+01,-1.116600282771603503e+01,-1.110689069435395915e+01,-1.123866383113402634e+01,-1.112726140548980069e+01,-1.178883059190496141e+01,-1.170457638614573703e+01,-6.804530237257345959e+00,-8.841715907100274663e+00,-1.301456443903056481e+01,-9.655596898064484179e+00
1.224923060778212482e-03,-1.005778410879200280e+01,-1.003047523502067406e+01,-1.116625243309991511e+01,-1.110700575352840680e+01,-1.123907434850291409e+01,-1.112742244907292744e+01,-1.180215565714554593e+01,-1.171780114643012638e+01,-6.812267850317002882e+00,-8.851863725132766092e+00,-1.302918756280122992e+01,-9.666630470377524986e+00
1.226334258882967295e-03,-1.005810663747423384e+01,-1.003080363675892883e+01,-1.116650260451445043e+01,-1.110712107643879065e+01,-1.123948577337201549e+01,-1.112758385794482052e+01,-1.181549520921081076e+01,-1.173104026721903814e+01,-6.820014031985782488e+00,-8.862023101688969007e+00,-1.304382629350584288e+01,-9.677676445530151383e+00
1.227747082787869178e-03,-1.005842988570261198e+01,-1.003113277121255820e+01,-1.116675334322188817e+01,-1.110723666368613394e+01,-1.123989810766121167e+01,-1.112774563292042274e+01,-1.182884926192780561e+01,-1.174429376215919874e+01,-6.827768790974374724e+00,-8.872194049630246937e+00,-1.305848064506999506e+01,-9.688734836766464298e+00
1.229161534365953929e-03,-1.005875385502868014e+01,-1.003146263996183940e+01,-1.116700465048720936e+01,-1.110735251587280636e+01,-1.124031135329408571e+01,-1.112790777481644255e+01,-1.184221782913029486e+01,-1.175756164490375255e+01,-6.835532135999667247e+00,-8.882376581831216811e+00,-1.307315063142256406e+01,-9.699805657342315257e+00
1.230577615492413606e-03,-1.005907854700708270e+01,-1.003179324459020805e+01,-1.116725652757809506e+01,-1.110746863360252412e+01,-1.124072551219788707e+01,-1.112807028445133994e+01,-1.185560092465875215e+01,-1.177084392911223532e+01,-6.843304075784764962e+00,-8.892570711179750731e+00,-1.308783626649567289e+01,-9.710888920525331258e+00
1.231995328044608456e-03,-1.005940396319557806e+01,-1.003212458668426521e+01,-1.116750897576497970e+01,-1.110758501748037830e+01,-1.124114058630356361e+01,-1.112823316264534235e+01,-1.186899856236040840e+01,-1.178414062845061849e+01,-6.851084619059006009e+00,-8.902776450577063017e+00,-1.310253756422478055e+01,-9.721984639594969835e+00
1.233414673902053903e-03,-1.005973010515503674e+01,-1.003245666783379519e+01,-1.116776199632102262e+01,-1.110770166811282067e+01,-1.124155657754575799e+01,-1.112839641022044468e+01,-1.188241075608912034e+01,-1.179745175659119028e+01,-6.858873774557893377e+00,-8.912993812937607174e+00,-1.311725453854845469e+01,-9.733092827842405370e+00
1.234835654946431823e-03,-1.006005697444944680e+01,-1.003278948963176376e+01,-1.116801559052211701e+01,-1.110781858610766015e+01,-1.124197348786281303e+01,-1.112856002800041111e+01,-1.189583751970539538e+01,-1.181077732721256446e+01,-6.866671551023137532e+00,-8.923222811189143400e+00,-1.313198720340846393e+01,-9.744213498570610810e+00
1.236258273061595098e-03,-1.006038457264592978e+01,-1.003312305367431279e+01,-1.116826975964690938e+01,-1.110793577207407345e+01,-1.124239131919678414e+01,-1.112872401681078216e+01,-1.190927886707642180e+01,-1.182411735399971775e+01,-6.874477957202649314e+00,-8.933463458272777657e+00,-1.314673557274973881e+01,-9.755346665094361214e+00
1.237682530133565884e-03,-1.006071290131474427e+01,-1.003345736156078871e+01,-1.116852450497679783e+01,-1.110805322662262107e+01,-1.124281007349343220e+01,-1.112888837747886939e+01,-1.192273481207598529e+01,-1.183747185064391161e+01,-6.882293001850521286e+00,-8.943715767142922601e+00,-1.316149966052030429e+01,-9.766492340740210665e+00
1.239108428050537556e-03,-1.006104196202926460e+01,-1.003379241489372298e+01,-1.116877982779593559e+01,-1.110817095036522772e+01,-1.124322975270223779e+01,-1.112905311083377136e+01,-1.193620536858445114e+01,-1.185084083084267625e+01,-6.890116693727019737e+00,-8.953979750767317114e+00,-1.317627948067124777e+01,-9.777650538846494044e+00
1.240535968702877103e-03,-1.006137175636602699e+01,-1.003412821527885512e+01,-1.116903572939122924e+01,-1.110828894391519661e+01,-1.124365035877641006e+01,-1.112921821770636477e+01,-1.194969055048875362e+01,-1.186422430829976271e+01,-6.897949041598577580e+00,-8.964255422127029860e+00,-1.319107504715666224e+01,-9.788821272763314596e+00
1.241965153983137045e-03,-1.006170228590469939e+01,-1.003446476432512569e+01,-1.116929221105237602e+01,-1.110840720788721647e+01,-1.124407189367287430e+01,-1.112938369892932045e+01,-1.196319037168244215e+01,-1.187762229672524583e+01,-6.905790054237835207e+00,-8.974542794216539221e+00,-1.320588637393373332e+01,-9.800004555852630972e+00
1.243395985786042860e-03,-1.006203355222811879e+01,-1.003480206364469751e+01,-1.116954927407181231e+01,-1.110852574289735273e+01,-1.124449435935229857e+01,-1.112954955533710333e+01,-1.197670484606554275e+01,-1.189103480983533423e+01,-6.913639740423564106e+00,-8.984841880043628493e+00,-1.322071347496253502e+01,-9.811200401488143541e+00
1.244828466008503828e-03,-1.006236555692226275e+01,-1.003514011485293622e+01,-1.116980691974478468e+01,-1.110864454956305813e+01,-1.124491775777909197e+01,-1.112971578776596537e+01,-1.199023398754458292e+01,-1.190446186135243600e+01,-6.921498108940691729e+00,-8.995152692629476476e+00,-1.323555636420607939e+01,-9.822408823055347682e+00
1.246262596549617147e-03,-1.006269830157627787e+01,-1.003547891956844573e+01,-1.117006514936930373e+01,-1.110876362850318699e+01,-1.124534209092140102e+01,-1.112988239705396154e+01,-1.200377781003263067e+01,-1.191790346500515518e+01,-6.929365168580319256e+00,-9.005475245008643270e+00,-1.325041505563030952e+01,-9.833629833951558652e+00
1.247698379310668154e-03,-1.006303178778248153e+01,-1.003581847941305227e+01,-1.117032396424617779e+01,-1.110888298033796850e+01,-1.124576736075112215e+01,-1.113004938404094801e+01,-1.201733632744919689e+01,-1.193135963452823844e+01,-6.937240928139700280e+00,-9.015809550229095137e+00,-1.326528956320402663e+01,-9.844863447585893823e+00
1.249135816195130104e-03,-1.006336601713636192e+01,-1.003615879601180971e+01,-1.117058336567901122e+01,-1.110900260568904230e+01,-1.124619356924390701e+01,-1.113021674956858043e+01,-1.203090955372023885e+01,-1.194483038366253247e+01,-6.945125396422207942e+00,-9.026155621352186742e+00,-1.328017990089884215e+01,-9.856109677379254919e+00
1.250574909108668727e-03,-1.006370099123657624e+01,-1.003649987099301555e+01,-1.117084335497420078e+01,-1.110912250517943001e+01,-1.124662071837917665e+01,-1.113038449448034051e+01,-1.204449750277813003e+01,-1.195831572615498573e+01,-6.953018582237358025e+00,-9.036513471452675361e+00,-1.329508608268915282e+01,-9.867368536764338671e+00
1.252015659959148080e-03,-1.006403671168498093e+01,-1.003684170598821268e+01,-1.117110393344096408e+01,-1.110924267943357791e+01,-1.124704881014010738e+01,-1.113055261962150766e+01,-1.205810018856166899e+01,-1.197181567575865557e+01,-6.960920494400811620e+00,-9.046883113618761740e+00,-1.331000812255214427e+01,-9.878640039185674127e+00
1.253458070656630332e-03,-1.006437318008660320e+01,-1.003718430263218941e+01,-1.117136510239131297e+01,-1.110936312907731605e+01,-1.124747784651365201e+01,-1.113072112583918205e+01,-1.207171762501604029e+01,-1.198533024623264431e+01,-6.968831141734356471e+00,-9.057264560952088317e+00,-1.332494603446771819e+01,-9.889924198099588892e+00
1.254902143113374464e-03,-1.006471039804968015e+01,-1.003752766256299545e+01,-1.117162686314008724e+01,-1.110948385473790090e+01,-1.124790782949053813e+01,-1.113089001398229172e+01,-1.208534982609276298e+01,-1.199885945134206722e+01,-6.976750533065880333e+00,-9.067657826567701917e+00,-1.333989983241843547e+01,-9.901221026974202033e+00
1.256347879243845589e-03,-1.006504836718563922e+01,-1.003787178742192587e+01,-1.117188921700494575e+01,-1.110960485704397627e+01,-1.124833876106527342e+01,-1.113105928490157481e+01,-1.209899680574972081e+01,-1.201240330485807384e+01,-6.984678677229402943e+00,-9.078062923594135469e+00,-1.335486953038953573e+01,-9.912530539289457820e+00
1.257795280964715172e-03,-1.006538708910910884e+01,-1.003821667885356383e+01,-1.117215216530637711e+01,-1.110972613662562836e+01,-1.124877064323615627e+01,-1.113122893944960623e+01,-1.211265857795111067e+01,-1.202596182055781426e+01,-6.992615583065055596e+00,-9.088479865173383132e+00,-1.336985514236888228e+01,-9.923852748537120405e+00
1.259244350194859948e-03,-1.006572656543793620e+01,-1.003856233850573787e+01,-1.117241570936770856e+01,-1.110984769411433604e+01,-1.124920347800528120e+01,-1.113139897848079229e+01,-1.212633515666741246e+01,-1.203953501222436984e+01,-7.000561259419060711e+00,-9.098908664460893192e+00,-1.338485668234688042e+01,-9.935187668220745394e+00
1.260695088855367553e-03,-1.006606679779316948e+01,-1.003890876802957699e+01,-1.117267985051510237e+01,-1.110996953014300814e+01,-1.124963726737852987e+01,-1.113156940285136720e+01,-1.214002655587537483e+01,-1.205312289364677447e+01,-7.008515715143732727e+00,-9.109349334625596484e+00,-1.339987416431649159e+01,-9.946535311855699391e+00
1.262147498869541085e-03,-1.006640778779908807e+01,-1.003925596907946272e+01,-1.117294459007755769e+01,-1.111009164534599591e+01,-1.125007201336558538e+01,-1.113174021341940900e+01,-1.215373278955801162e+01,-1.206672547861999689e+01,-7.016478959097498524e+00,-9.119801888849940141e+00,-1.341490760227319612e+01,-9.957895692969188417e+00
1.263601582162899748e-03,-1.006674953708319542e+01,-1.003960394331309658e+01,-1.117320992938694246e+01,-1.111021404035903615e+01,-1.125050771797996241e+01,-1.113191141104483961e+01,-1.216745387170457882e+01,-1.208034278094491398e+01,-7.024451000144861901e+00,-9.130266340329857400e+00,-1.342995701021496480e+01,-9.969268825100238374e+00
1.265057340663177125e-03,-1.006709204727621199e+01,-1.003995269239144505e+01,-1.117347586977797036e+01,-1.111033671581933291e+01,-1.125094438323896107e+01,-1.113208299658941591e+01,-1.218118981631049280e+01,-1.209397481442822908e+01,-7.032431847156396465e+00,-9.140742702274787135e+00,-1.344502240214214694e+01,-9.980654721799661289e+00
1.266514776300331144e-03,-1.006743532001211072e+01,-1.004030221797878220e+01,-1.117374241258821144e+01,-1.111045967236550425e+01,-1.125138201116372727e+01,-1.113225497091675820e+01,-1.219494063737738543e+01,-1.210762159288253592e+01,-7.040421509008757184e+00,-9.151230987907696957e+00,-1.346010379205752727e+01,-9.992053396630112161e+00
1.267973891006543867e-03,-1.006777935692809578e+01,-1.004065252174268608e+01,-1.117400955915812055e+01,-1.111058291063760528e+01,-1.125182060377920301e+01,-1.113242733489233416e+01,-1.220870634891306139e+01,-1.212128313012626002e+01,-7.048419994584675052e+00,-9.161731210465104525e+00,-1.347520119396626015e+01,-1.000346486316608363e+01
1.269434686716220404e-03,-1.006812415966461138e+01,-1.004100360535403880e+01,-1.117427731083100895e+01,-1.111070643127714241e+01,-1.125226016311418675e+01,-1.113260008938345536e+01,-1.222248696493142539e+01,-1.213495943998359650e+01,-7.056427312772928673e+00,-9.172243383197040245e+00,-1.349031462187579677e+01,-1.001488913499385625e+01
1.270897165365994551e-03,-1.006846972986536848e+01,-1.004135547048703891e+01,-1.117454566895307799e+01,-1.111083023492704491e+01,-1.125270069120129790e+01,-1.113277323525931628e+01,-1.223628249945249813e+01,-1.214865053628452785e+01,-7.064443472468347807e+00,-9.182767519367081022e+00,-1.350544408979587097e+01,-1.002632622571154464e+01
1.272361328894733561e-03,-1.006881606917731986e+01,-1.004170811881920145e+01,-1.117481463487340498e+01,-1.111095432223170576e+01,-1.125314219007699279e+01,-1.113294677339096239e+01,-1.225009296650241808e+01,-1.216235643286481327e+01,-7.072468482571824921e+00,-9.193303632252401769e+00,-1.352058961173848850e+01,-1.003777614892910108e+01
1.273827179243538577e-03,-1.006916317925068860e+01,-1.004206155203136319e+01,-1.117508420994396801e+01,-1.111107869383695324e+01,-1.125358466178158778e+01,-1.113312070465130788e+01,-1.226391838011339352e+01,-1.217607714356593895e+01,-7.080502351990295651e+00,-9.203851735143727453e+00,-1.353575120171787027e+01,-1.004923891826830662e+01
1.275294718355743546e-03,-1.006951106173895383e+01,-1.004241577180769340e+01,-1.117535439551963883e+01,-1.111120335039008111e+01,-1.125402810835924328e+01,-1.113329502991512676e+01,-1.227775875432363506e+01,-1.218981268223507364e+01,-7.088545089636716590e+00,-9.214411841345350851e+00,-1.355092887375037947e+01,-1.006071454736274795e+01
1.276763948176924332e-03,-1.006985971829888094e+01,-1.004277077983570088e+01,-1.117562519295817935e+01,-1.111132829253982202e+01,-1.125447253185797436e+01,-1.113346975005909556e+01,-1.229161410317741243e+01,-1.220356306272508995e+01,-7.096596704430087499e+00,-9.224983964175173412e+00,-1.356612264185454642e+01,-1.007220304985786186e+01
1.278234870654898925e-03,-1.007020915059049671e+01,-1.004312657780622331e+01,-1.117589660362027715e+01,-1.111145352093637584e+01,-1.125491793432966503e+01,-1.113364486596174530e+01,-1.230548444072499414e+01,-1.221732829889454308e+01,-7.104657205295433542e+00,-9.235568116964705254e+00,-1.358133252005100466e+01,-1.008370443941091565e+01
1.279707487739726582e-03,-1.007055936027712661e+01,-1.004348316741344682e+01,-1.117616862886951523e+01,-1.111157903623141152e+01,-1.125536431783005753e+01,-1.113382037850350237e+01,-1.231936978102259950e+01,-1.223110840460756954e+01,-7.112726601163789297e+00,-9.246164313059043849e+00,-1.359655852236242168e+01,-1.009521872969098766e+01
1.281181801383713022e-03,-1.007091034902537174e+01,-1.004384055035491841e+01,-1.117644127007241295e+01,-1.111170483907804396e+01,-1.125581168441876656e+01,-1.113399628856666723e+01,-1.233327013813238970e+01,-1.224490339373394399e+01,-7.120804900972190765e+00,-9.256772565816905995e+00,-1.361180066281348111e+01,-1.010674593437899738e+01
1.282657813541415856e-03,-1.007126211850512831e+01,-1.004419872833152816e+01,-1.117671452859839931e+01,-1.111183093013087486e+01,-1.125626003615929704e+01,-1.113417259703544460e+01,-1.234718552612248388e+01,-1.225871328014902595e+01,-7.128892113663695795e+00,-9.267392888610658019e+00,-1.362705895543089163e+01,-1.011828606716771084e+01
1.284135526169644147e-03,-1.007161467038958769e+01,-1.004455770304753237e+01,-1.117698840581984854e+01,-1.111195731004595721e+01,-1.125670937511903169e+01,-1.113434930479591678e+01,-1.236111595906689686e+01,-1.227253807773375627e+01,-7.136988248187362771e+00,-9.278025294826301561e+00,-1.364233341424329105e+01,-1.012983914176171041e+01
1.285614941227458197e-03,-1.007196800635525946e+01,-1.004491747621055708e+01,-1.117726290311205339e+01,-1.111208397948083615e+01,-1.125715970336922922e+01,-1.113452641273607568e+01,-1.237506145104549304e+01,-1.228637780037456828e+01,-7.145093313498217746e+00,-9.288669797863468247e+00,-1.365762405328120543e+01,-1.014140517187741963e+01
1.287096060676178651e-03,-1.007232212808194305e+01,-1.004527804953159809e+01,-1.117753802185326428e+01,-1.111221093909452229e+01,-1.125761102298506700e+01,-1.113470392174581214e+01,-1.238902201614402365e+01,-1.230023246196344466e+01,-7.153207318557289085e+00,-9.299326411135474757e+00,-1.367293088657705624e+01,-1.015298417124309793e+01
1.288578886479385633e-03,-1.007267703725276320e+01,-1.004563942472502980e+01,-1.117781376342467325e+01,-1.111233818954751662e+01,-1.125806333604559839e+01,-1.113488183271692300e+01,-1.240299766845405749e+01,-1.231410207639784637e+01,-7.161330272331586144e+00,-9.309995148069290849e+00,-1.368825392816509279e+01,-1.016457615359885835e+01
1.290063420602919177e-03,-1.007303273555415757e+01,-1.004600160350860349e+01,-1.117809012921042289e+01,-1.111246573150179451e+01,-1.125851664463379365e+01,-1.113506014654309872e+01,-1.241698842207296316e+01,-1.232798665758067536e+01,-7.169462183794073518e+00,-9.320676022105569558e+00,-1.370359319208134430e+01,-1.017618113269661606e+01
1.291549665014883998e-03,-1.007338922467589093e+01,-1.004636458760346862e+01,-1.117836712059762405e+01,-1.111259356562082523e+01,-1.125897095083653099e+01,-1.113523886411996600e+01,-1.243099429110387888e+01,-1.234188621942028874e+01,-7.177603061923682581e+00,-9.331369046698638314e+00,-1.371894869236358439e+01,-1.018779912230013807e+01
1.293037621685654698e-03,-1.007374650631105872e+01,-1.004672837873415858e+01,-1.117864473897634703e+01,-1.111272169256956310e+01,-1.125942625674460373e+01,-1.113541798634504154e+01,-1.244501528965572845e+01,-1.235580077583044201e+01,-7.185752915705312382e+00,-9.342074235316543351e+00,-1.373432044305131505e+01,-1.019943013618504501e+01
1.294527292587875980e-03,-1.007410458215609417e+01,-1.004709297862861384e+01,-1.117892298573963039e+01,-1.111285011301446346e+01,-1.125988256445272739e+01,-1.113559751411778542e+01,-1.245905143184315378e+01,-1.236973034073030142e+01,-7.193911754129812763e+00,-9.352791601441033720e+00,-1.374970845818573650e+01,-1.021107418813879519e+01
1.296018679696461133e-03,-1.007446345391076292e+01,-1.004745838901817478e+01,-1.117920186228349699e+01,-1.111297882762347378e+01,-1.126033987605953612e+01,-1.113577744833956373e+01,-1.247310273178648288e+01,-1.238367492804435166e+01,-7.202079586193954164e+00,-9.363521158567559510e+00,-1.376511275180961924e+01,-1.022273129196066144e+01
1.297511784988603090e-03,-1.007482312327817908e+01,-1.004782461163759955e+01,-1.117948137000693976e+01,-1.111310783706603544e+01,-1.126079819366760404e+01,-1.113595778991367702e+01,-1.248716920361175298e+01,-1.239763455170244910e+01,-7.210256420900468477e+00,-9.374262920205314487e+00,-1.378053333796738755e+01,-1.023440146146178087e+01
1.299006610443771822e-03,-1.007518359196480873e+01,-1.004819164822504618e+01,-1.117976151031195897e+01,-1.111323714201310864e+01,-1.126125751938344344e+01,-1.113613853974536028e+01,-1.250125086145065723e+01,-1.241160922563974900e+01,-7.218442267258011746e+00,-9.385016899877232532e+00,-1.379597023070501294e+01,-1.024608471046513714e+01
1.300503158043716080e-03,-1.007554486168047880e+01,-1.004855950052210467e+01,-1.118004228460353389e+01,-1.111336674313714745e+01,-1.126171785531749592e+01,-1.113631969874177408e+01,-1.251534771944049673e+01,-1.242559896379667528e+01,-7.226637134281150843e+00,-9.395783111119982323e+00,-1.381142344406995370e+01,-1.025778105280553021e+01
