omega,gain_FOPDTOPT,gain_SOPDTOPT,gain_SOPDTVDG,gain_FOPDTStrejc,gain_FOPDTBR,gain_FOPDTBR2,phase_FOPDTOPT,phase_SOPDTOPT,phase_SOPDTVDG,phase_FOPDTStrejc,phase_FOPDTBR,phase_FOPDTBR2
3.317050437204874247e-02,-2.396543496312572330e+01,-2.493723437650481145e+01,-3.003527668575676302e+01,-2.545599134356127280e+01,-2.616566125247248920e+01,-2.220140070464017512e+01,-1.181636129303287674e+02,-1.127658223689222154e+02,-9.462598437747907099e+01,-1.322248227877035447e+02,-1.159956824968304687e+02,-1.381455583982388760e+02
3.320871914194119950e-02,-2.397504279581632147e+01,-2.494884685154694282e+01,-3.005267108518552632e+01,-2.547218521982341599e+01,-2.617535416321675612e+01,-2.221063412107671553e+01,-1.182220626076814938e+02,-1.128137505344722342e+02,-9.471156733808085448e+01,-1.322812219638454394e+02,-1.160486830361726476e+02,-1.382371261468802004e+02
3.324697793795461376e-02,-2.398465149738320434e+01,-2.496046387866570271e+01,-3.007007050143862159e+01,-2.548838619084752111e+01,-2.618504776083554830e+01,-2.221986916786211452e+01,-1.182805512577134692e+02,-1.128616934566952352e+02,-9.479726255433696736e+01,-1.323375894960462631e+02,-1.161017191925255503e+02,-1.383287620452197757e+02
3.328528081081023882e-02,-2.399426106598444264e+01,-2.497208546112371153e+01,-3.008747492665966305e+01,-2.550459424651238649e+01,-2.619474204384597726e+01,-2.222910584182016791e+01,-1.183390789528464069e+02,-1.129096511491774493e+02,-9.488307017336423144e+01,-1.323939253745315341e+02,-1.161547910326033701e+02,-1.384204662015838494e+02
3.332362781128764273e-02,-2.400387149978164913e+01,-2.498371160218783160e+01,-3.010488435299795640e+01,-2.552080937669964911e+01,-2.620443701076809262e+01,-2.223834413977961688e+01,-1.183976457655698766e+02,-1.129576236254477379e+02,-9.496899034236719217e+01,-1.324502295896655539e+02,-1.162078986231791333e+02,-1.385122387244272204e+02
3.336201899022504802e-02,-2.401348279694001775e+01,-2.499534230512921340e+01,-3.012229877260864797e+01,-2.553703157129395862e+01,-2.621413266012499221e+01,-2.224758405857420129e+01,-1.184562517684417742e+02,-1.130056108989777783e+02,-9.505502320863908494e+01,-1.325065021319514926e+02,-1.162610420310850827e+02,-1.386040797223340633e+02
3.340045439851908882e-02,-2.402309495562824893e+01,-2.500697757322316761e+01,-3.013971817765258265e+01,-2.555326082018289213e+01,-2.622382899044267646e+01,-2.225682559504259928e+01,-1.185148970340878662e+02,-1.130536129831815231e+02,-9.514116891956113875e+01,-1.325627429920308202e+02,-1.163142213232122515e+02,-1.386959893040172744e+02
3.343893408712519250e-02,-2.403270797401864201e+01,-2.501861740974923976e+01,-3.015714256029647800e+01,-2.556949711325711405e+01,-2.623352600025017267e+01,-2.226606874602848052e+01,-1.185735816352023306e+02,-1.131016298914155840e+02,-9.522742762260362781e+01,-1.326189521606836195e+02,-1.163674365665110599e+02,-1.387879675783190692e+02
3.347745810705734376e-02,-2.404232185028697444e+01,-2.503026181799109651e+01,-3.017457191271280692e+01,-2.558574044041031925e+01,-2.624322368807943917e+01,-2.227531350838044943e+01,-1.186323056445473725e+02,-1.131496616369786352e+02,-9.531379946532530312e+01,-1.326751296288277047e+02,-1.164206878279909034e+02,-1.388800146542105551e+02
3.351602650938841077e-02,-2.405193658261261191e+01,-2.504191080123653634e+01,-3.019200622707994697e+01,-2.560199079153936097e+01,-2.625292205246542210e+01,-2.228455987895207713e+01,-1.186910691349536080e+02,-1.131977082331117543e+02,-9.540028459537420247e+01,-1.327312753875191902e+02,-1.164739751747204650e+02,-1.389721306407921873e+02
3.355463934525007574e-02,-2.406155216917841955e+01,-2.505356436277746823e+01,-3.020944549558210568e+01,-2.561824815654425791e+01,-2.626262109194600924e+01,-2.229380785460190140e+01,-1.187498721793199792e+02,-1.132457696929980102e+02,-9.548688316048753677e+01,-1.327873894279516946e+02,-1.165272986738277154e+02,-1.390643156472935971e+02
3.359329666583286272e-02,-2.407116860817077253e+01,-2.506522250590982281e+01,-3.022688971040934902e+01,-2.563451252532821556e+01,-2.627232080506203360e+01,-2.230305743219339121e+01,-1.188087148506136117e+02,-1.132938460297624488e+02,-9.557359530849184637e+01,-1.328434717414563977e+02,-1.165806583924999131e+02,-1.391565697830735928e+02
3.363199852238638043e-02,-2.408078589777959522e+01,-2.507688523393360569e+01,-3.024433886375769376e+01,-2.565078388779772212e+01,-2.628202119035728401e+01,-2.231230860859499288e+01,-1.188675972218704118e+02,-1.133419372564721357e+02,-9.566042118730352684e+01,-1.328995223195018411e+02,-1.166340543979837179e+02,-1.392488931576205005e+02
3.367074496621914881e-02,-2.409040403619827941e+01,-2.508855255015277663e+01,-3.026179294782900797e+01,-2.566706223386253072e+01,-2.629172224637846966e+01,-2.232156138068006257e+01,-1.189265193661942703e+02,-1.133900433861356589e+02,-9.574736094492844529e+01,-1.329555411536937015e+02,-1.166874867575852051e+02,-1.393412858805516521e+02
3.370953604869895287e-02,-2.410002302162377674e+01,-2.510022445787531353e+01,-3.027925195483116738e+01,-2.568334755343580156e+01,-2.630142397167527690e+01,-2.233081574532694091e+01,-1.189854813567580862e+02,-1.134381644317035978e+02,-9.583441472946294937e+01,-1.330115282357745912e+02,-1.167409555386699651e+02,-1.394337480616142955e+02
3.374837182125258600e-02,-2.410964285225648496e+01,-2.511190096041307385e+01,-3.029671587697792745e+01,-2.569963983643400240e+01,-2.631112636480025913e+01,-2.234007169941887128e+01,-1.190444832668029136e+02,-1.134863004060678406e+02,-9.592158268909324192e+01,-1.330674835576237740e+02,-1.167944608086630325e+02,-1.395262798106845707e+02
3.378725233536623157e-02,-2.411926352630033321e+01,-2.512358206108186920e+01,-3.031418470648908681e+01,-2.571593907277708624e+01,-2.632082942430895400e+01,-2.234932923984406372e+01,-1.191035251696387149e+02,-1.135344513220619262e+02,-9.600886497209614845e+01,-1.331234071112571371e+02,-1.168480026350492125e+02,-1.396188812377686190e+02
3.382617764258535886e-02,-2.412888504196274297e+01,-2.513526776320137301e+01,-3.033165843559041619e+01,-2.573224525238849481e+01,-2.633053314875980533e+01,-2.235858836349566303e+01,-1.191626071386440628e+02,-1.135826171924607308e+02,-9.609626172683924494e+01,-1.331792988888269065e+02,-1.169015810853728539e+02,-1.397115524530019570e+02
3.386514779451473001e-02,-2.413850739745458185e+01,-2.514695807009508854e+01,-3.034913705651365845e+01,-2.574855836519512664e+01,-2.634023753671414880e+01,-2.236784906727172739e+01,-1.192217292472660688e+02,-1.136307980299803404e+02,-9.618377310178068740e+01,-1.332351588826213629e+02,-1.169551962272379484e+02,-1.398042935666495623e+02
3.390416284281869141e-02,-2.414813059099024528e+01,-2.515865298509034176e+01,-3.036662056149665290e+01,-2.576487840112749694e+01,-2.634994258673625112e+01,-2.237711134807526392e+01,-1.192808915690208948e+02,-1.136789938472780932e+02,-9.627139924546996497e+01,-1.332909870850647280e+02,-1.170088481283083865e+02,-1.398971046891063565e+02
3.394322283922098643e-02,-2.415775462078756064e+01,-2.517035251151823161e+01,-3.038410894278321450e+01,-2.578120535011969139e+01,-2.635964829739326376e+01,-2.238637520281418603e+01,-1.193400941774932136e+02,-1.137272046569523241e+02,-9.635914030654758733e+01,-1.333467834887169943e+02,-1.170625368563077302e+02,-1.399899859308967223e+02
3.398232783550507452e-02,-2.416737948506785827e+01,-2.518205665271363358e+01,-3.040160219262330799e+01,-2.579753920210947626e+01,-2.636935466725528698e+01,-2.239564062840136316e+01,-1.193993371463369186e+02,-1.137754304715424638e+02,-9.644699643374576681e+01,-1.334025480862736686e+02,-1.171162624790196247e+02,-1.400829374026750997e+02
3.402147788351393004e-02,-2.417700518205590043e+01,-2.519376541201508957e+01,-3.041910030327289149e+01,-2.581387994703826294e+01,-2.637906169489524189e+01,-2.240490762175454620e+01,-1.194586205492744568e+02,-1.138236713035286698e+02,-9.653496777588814837e+01,-1.334582808705654600e+02,-1.171700250642873442e+02,-1.401759592152253333e+02
3.406067303515036837e-02,-2.418663170997992751e+01,-2.520547879276486825e+01,-3.043660326699410490e+01,-2.583022757485122867e+01,-2.638876937888900542e+01,-2.241417617979643140e+01,-1.195179444600974676e+02,-1.138719271653319964e+02,-9.662305448189042067e+01,-1.335139818345583365e+02,-1.172238246800143884e+02,-1.402690514794615524e+02
3.409991334237700428e-02,-2.419625906707164020e+01,-2.521719679830890470e+01,-3.045411107605519163e+01,-2.584658207549734499e+01,-2.639847771781532160e+01,-2.242344629945463907e+01,-1.195773089526666979e+02,-1.139201980693141962e+02,-9.671125670076047243e+01,-1.335696509713532407e+02,-1.172776613941642552e+02,-1.403622143064277168e+02
3.413919885721618946e-02,-2.420588725156615695e+01,-2.522891943199669029e+01,-3.047162372273049158e+01,-2.586294343892932801e+01,-2.640818671025578368e+01,-2.243271797766166031e+01,-1.196367141009116892e+02,-1.139684840277774498e+02,-9.679957458159816497e+01,-1.336252882741854648e+02,-1.173315352747603697e+02,-1.404554478072974462e+02
3.417852963175038034e-02,-2.421551626170206362e+01,-2.524064669718138276e+01,-3.048914119930056188e+01,-2.587931165510383735e+01,-2.641789635479491238e+01,-2.244199121135494579e+01,-1.196961599788313890e+02,-1.140167850529646500e+02,-9.688800827359625600e+01,-1.336808937364252472e+02,-1.173854463898865674e+02,-1.405487520933748726e+02
3.421790571812186738e-02,-2.422514609572136024e+01,-2.525237859721963929e+01,-3.050666349805206679e+01,-2.589568671398135180e+01,-2.642760665002004927e+01,-2.245126599747679919e+01,-1.197556466604936958e+02,-1.140651011570588480e+02,-9.697655792603985958e+01,-1.337364673515767208e+02,-1.174393948076866678e+02,-1.406421272760937313e+02
3.425732716853317761e-02,-2.423477675186951785e+01,-2.526411513547169818e+01,-3.052419061127795175e+01,-2.591206860552638247e+01,-2.643731759452144559e+01,-2.246054233297447666e+01,-1.198151742200359990e+02,-1.141134323521836365e+02,-9.706522368830738401e+01,-1.337920091132783966e+02,-1.174933805963649007e+02,-1.407355734670184120e+02
3.429679403524681786e-02,-2.424440822839537546e+01,-2.527585631530122257e+01,-3.054172253127728709e+01,-2.592845731970733070e+01,-2.644702918689216631e+01,-2.246982021480010161e+01,-1.198747427316646110e+02,-1.141617786504025958e+02,-9.715400570987003448e+01,-1.338475190153024812e+02,-1.175474038241856363e+02,-1.408290907778429357e+02
3.433630637058566332e-02,-2.425404052355125017e+01,-2.528760214007541052e+01,-3.055925925035544566e+01,-2.594485284649670120e+01,-2.645674142572818965e+01,-2.247909963991071791e+01,-1.199343522696556192e+02,-1.142101400637196349e+02,-9.724290414029273677e+01,-1.339029970515549621e+02,-1.176014645594739250e+02,-1.409226793203921204e+02
3.437586422693271471e-02,-2.426367363559283064e+01,-2.529935261316484230e+01,-3.057680076082396781e+01,-2.596125517587101328e+01,-2.646645430962828272e+01,-2.248838060526822602e+01,-1.199940029083541475e+02,-1.142585166040784230e+02,-9.733191912923366829e+01,-1.339584432160751817e+02,-1.176555628706148866e+02,-1.410163392066206427e+02
3.441546765673142438e-02,-2.427330756277924451e+01,-2.531110773794349811e+01,-3.059434705500072127e+01,-2.597766429781092512e+01,-2.647616783719410094e+01,-2.249766310783945755e+01,-1.200536947221748818e+02,-1.143069082833627874e+02,-9.742105082644496861e+01,-1.340138575030357799e+02,-1.177096988260543782e+02,-1.411100705486137485e+02
3.445511671248568941e-02,-2.428294230337301229e+01,-2.532286751778876521e+01,-3.061189812520984788e+01,-2.599408020230125160e+01,-2.648588200703013840e+01,-2.250694714459612200e+01,-1.201134277856021413e+02,-1.143553151133963439e+02,-9.751029938177288159e+01,-1.340692399067425811e+02,-1.177638724942988233e+02,-1.412038734585872248e+02
3.449481144675975441e-02,-2.429257785564004735e+01,-2.533463195608130292e+01,-3.062945396378174934e+01,-2.601050287933093585e+01,-2.649559681774369935e+01,-2.251623271251478897e+01,-1.201732021731895657e+02,-1.144037371059423123e+02,-9.759966494515757063e+01,-1.341245904216339113e+02,-1.178180839439150418e+02,-1.412977480488869162e+02
3.453455191217858627e-02,-2.430221421784967362e+01,-2.534640105620512429e+01,-3.064701456305317961e+01,-2.602693231889324466e+01,-2.650531226794494799e+01,-2.252551980857693081e+01,-1.202330179595605983e+02,-1.144521742727037434e+02,-9.768914766663397131e+01,-1.341799090422810536e+02,-1.178723332435307753e+02,-1.413916944319897198e+02
3.457433816142763128e-02,-2.431185138827458658e+01,-2.535817482154746472e+01,-3.066457991536719163e+01,-2.604336851098562278e+01,-2.651502835624684806e+01,-2.253480842976888709e+01,-1.202928752194081596e+02,-1.145006266253230933e+02,-9.777874769633135088e+01,-1.342351957633874804e+02,-1.179266204618342329e+02,-1.414857127205025904e+02
3.461417024725316899e-02,-2.432148936519087812e+01,-2.536995325549884228e+01,-3.068215001307323320e+01,-2.605981144560990614e+01,-2.652474508126520902e+01,-2.254409857308188947e+01,-1.203527740274950730e+02,-1.145490941753824643e+02,-9.786846518447413246e+01,-1.342904505797889954e+02,-1.179809456675746446e+02,-1.415798030271635923e+02
3.465404822246211797e-02,-2.433112814687801162e+01,-2.538173636145292278e+01,-3.069972484852706174e+01,-2.607626111277221526e+01,-2.653446244161863632e+01,-2.255339023551200484e+01,-1.204127144586537810e+02,-1.145975769344031505e+02,-9.795830028138162504e+01,-1.343456734864533075e+02,-1.180353089295618645e+02,-1.416739654648411033e+02
3.469397213992233414e-02,-2.434076773161882201e+01,-2.539352414280658365e+01,-3.071730441409087220e+01,-2.609271750248310795e+01,-2.654418043592857046e+01,-2.256268341406020284e+01,-1.204726965877865865e+02,-1.146460749138459221e+02,-9.804825313746854931e+01,-1.344008644784799174e+02,-1.180897103166667677e+02,-1.417682001465345536e+02
3.473394205256257611e-02,-2.435040811769952285e+01,-2.540531660295983230e+01,-3.073488870213322599e+01,-2.610918060475756874e+01,-2.655389906281924084e+01,-2.257197810573231322e+01,-1.205327204898658238e+02,-1.146945881251106414e+02,-9.813832390324523658e+01,-1.344560235511000030e+02,-1.181441498978212508e+02,-1.418625071853740849e+02
3.477395801337247044e-02,-2.436004930340967434e+01,-2.541711374531575984e+01,-3.075247770502908651e+01,-2.612565040961501239e+01,-2.656361832091766928e+01,-2.258127430753899745e+01,-1.205927862399334600e+02,-1.147431165795363199e+02,-9.822851272931747246e+01,-1.345111506996758806e+02,-1.181986277420180329e+02,-1.419568866946205219e+02
3.481402007540285171e-02,-2.436969128704221532e+01,-2.542891557328054830e+01,-3.077007141515991506e+01,-2.614212690707943665e+01,-2.657333820885370201e+01,-2.259057201649581259e+01,-1.206528939131017637e+02,-1.147916602884010331e+02,-9.831881976638740639e+01,-1.345662459197012026e+02,-1.182531439183111104e+02,-1.420513387876660261e+02
3.485412829176551264e-02,-2.437933406689339577e+01,-2.544072209026339948e+01,-3.078766982491352522e+01,-2.615861008717931213e+01,-2.658305872525995284e+01,-2.259987122962314032e+01,-1.207130435845527927e+02,-1.148402192629217069e+02,-9.840924516525298316e+01,-1.346213092068004187e+02,-1.183076984958153730e+02,-1.421458635780332997e+02
3.489428271563358580e-02,-2.438897764126286916e+01,-2.545253329967654210e+01,-3.080527292668428885e+01,-2.617509993994774575e+01,-2.659277986877184929e+01,-2.260917194394622953e+01,-1.207732353295389061e+02,-1.148887935142543313e+02,-9.849978907680890927e+01,-1.346763405567287748e+02,-1.183622915437072152e+02,-1.422404611793764673e+02
3.493448340024131460e-02,-2.439862200845357876e+01,-2.546434920493514653e+01,-3.082288071287298692e+01,-2.619159645542245229e+01,-2.660250163802755807e+01,-2.261847415649516790e+01,-1.208334692233824654e+02,-1.149373830534934200e+02,-9.859045165204619821e+01,-1.347313399653718591e+02,-1.184169231312239674e+02,-1.423351317054804781e+02
3.497473039888439328e-02,-2.440826716677182873e+01,-2.547616980945734966e+01,-3.084049317588695160e+01,-2.620809962364583612e+01,-2.661222403166806316e+01,-2.262777786430488902e+01,-1.208937453414761478e+02,-1.149859878916723801e+02,-9.868123304205300883e+01,-1.347863074287457721e+02,-1.184715933276645359e+02,-1.424298752702616468e+02
3.501502376491989060e-02,-2.441791311452726632e+01,-2.548799511666418738e+01,-3.085811030814001299e+01,-2.622460943466500183e+01,-2.662194704833711967e+01,-2.263708306441518658e+01,-1.209540637592829029e+02,-1.150346080397631710e+02,-9.877213339801451752e+01,-1.348412429429965016e+02,-1.185263022023890329e+02,-1.425246919877675396e+02
3.505536355176626373e-02,-2.442755985003282149e+01,-2.549982512997954132e+01,-3.087573210205249197e+01,-2.624112587853176493e+01,-2.663167068668121473e+01,-2.264638975387064690e+01,-1.210144245523358535e+02,-1.150832435086761762e+02,-9.886315287121298923e+01,-1.348961465043999510e+02,-1.185810498248190470e+02,-1.426195819721767464e+02
3.509574981290364271e-02,-2.443720737160479572e+01,-2.551165985283017079e+01,-3.089335855005132103e+01,-2.625764894530277971e+01,-2.664139494534963859e+01,-2.265569792972073770e+01,-1.210748277962387931e+02,-1.151318943092604457e+02,-9.895429161302854482e+01,-1.349510181093616268e+02,-1.186358362644377280e+02,-1.427145453377995636e+02
3.513618260187363618e-02,-2.444685567756275901e+01,-2.552349928864559558e+01,-3.091098964456993059e+01,-2.627417862503946822e+01,-2.665111982299441351e+01,-2.266500758901971579e+01,-1.211352735666655889e+02,-1.151805604523031263e+02,-9.904554977493877743e+01,-1.350058577544164677e+02,-1.186906615907896025e+02,-1.428095821990773970e+02
3.517666197227966446e-02,-2.445650476622963509e+01,-2.553534344085814567e+01,-3.092862537804838752e+01,-2.629071490780815878e+01,-2.666084531827033288e+01,-2.267431872882670874e+01,-1.211957619393609775e+02,-1.152292419485299177e+02,-9.913692750851953406e+01,-1.350606654362286463e+02,-1.187455258734810570e+02,-1.429046926705834437e+02
3.521718797778677218e-02,-2.446615463593160200e+01,-2.554719231290285109e+01,-3.094626574293328503e+01,-2.630725778368002210e+01,-2.667057142983491147e+01,-2.268363134620561539e+01,-1.212562929901399400e+02,-1.152779388086044463e+02,-9.922842496544456026e+01,-1.351154411515911704e+02,-1.188004291821799114e+02,-1.429998768670220386e+02
3.525776067212193360e-02,-2.447580528499817376e+01,-2.555904590821748457e+01,-3.096391073167788477e+01,-2.632380724273122397e+01,-2.668029815634844226e+01,-2.269294543822519472e+01,-1.213168667948882558e+02,-1.153266510431286918e+02,-9.932004229748632440e+01,-1.351701848974260258e+02,-1.188553715866159166e+02,-1.430951349032294786e+02
3.529838010907402485e-02,-2.448545671176216842e+01,-2.557090423024246206e+01,-3.098156033674206000e+01,-2.634036327504288977e+01,-2.669002549647394318e+01,-2.270226100195900543e+01,-1.213774834295623890e+02,-1.153753786626426319e+02,-9.941177965651590398e+01,-1.352248966707836075e+02,-1.189103531565804985e+02,-1.431904668941736816e+02
3.533904634249377535e-02,-2.449510891455964412e+01,-2.558276728242082854e+01,-3.099921455059227782e+01,-2.635692587070110804e+01,-2.669975344887713931e+01,-2.271157803448541657e+01,-1.214381429701893325e+02,-1.154241216776240577e+02,-9.950363719450308508e+01,-1.352795764688426630e+02,-1.189653739619269857e+02,-1.432858729549539873e+02
3.537975942629410092e-02,-2.450476189172999142e+01,-2.559463506819826506e+01,-3.101687336570172704e+01,-2.637349501979709032e+01,-2.670948201222653751e+01,-2.272089653288761468e+01,-1.214988454928671189e+02,-1.154728800984888579e+02,-9.959561506351707294e+01,-1.353342242889100362e+02,-1.190204340725706516e+02,-1.433813532008020104e+02
3.542051941444988861e-02,-2.451441564161584097e+01,-2.560650759102297513e+01,-3.103453677455020099e+01,-2.639007071242705393e+01,-2.671921118519330918e+01,-2.273021649425357538e+01,-1.215595910737644232e+02,-1.155216539355905496e+02,-9.968771341572610822e+01,-1.353888401284204406e+02,-1.190755335584886581e+02,-1.434769077470806735e+02
3.546132636099834368e-02,-2.452407016256312744e+01,-2.561838485434572732e+01,-3.105220476962423248e+01,-2.640665293869241737e+01,-2.672894096645139683e+01,-2.273953791567609883e+01,-1.216203797891210030e+02,-1.155704431992205343e+02,-9.977993240339834813e+01,-1.354434239849363451e+02,-1.191306724897203111e+02,-1.435725367092853730e+02
3.550218032003879531e-02,-2.453372545292102558e+01,-2.563026686161977707e+01,-3.106987734341700857e+01,-2.642324168869969014e+01,-2.673867135467742884e+01,-2.274886079425275653e+01,-1.216812117152473860e+02,-1.156192478996077142e+02,-9.987227217890144004e+01,-1.354979758561475478e+02,-1.191858509363669754e+02,-1.436682402030430410e+02
3.554308134573302969e-02,-2.454338151104199639e+01,-2.564215361630085965e+01,-3.108755448842847713e+01,-2.643983695256062916e+01,-2.674840234855075138e+01,-2.275818512708593744e+01,-1.217420869285253247e+02,-1.156680680469187763e+02,-9.996473289470343104e+01,-1.355524957398711763e+02,-1.192410689685922165e+02,-1.437640183441129693e+02
3.558402949230508872e-02,-2.455303833528173740e+01,-2.565404512184710484e+01,-3.110523619716525801e+01,-2.645643872039217470e+01,-2.675813394675340717e+01,-2.276751091128279469e+01,-1.218030055054074268e+02,-1.157169036512576810e+02,-1.000573147033722563e+02,-1.356069836340512609e+02,-1.192963266566217300e+02,-1.438598712483862982e+02
3.562502481404160315e-02,-2.456269592399921464e+01,-2.566594138171907957e+01,-3.112292246214075675e+01,-2.647304698231658904e+01,-2.676786614797014607e+01,-2.277683814395528827e+01,-1.218639675224176528e+02,-1.157657547226660029e+02,-1.001500177575766912e+02,-1.356614395367587349e+02,-1.193516240707436395e+02,-1.439557990318865848e+02
3.566606736529174398e-02,-2.457235427555664131e+01,-2.567784239937970625e+01,-3.114061327587516814e+01,-2.648966172846142442e+01,-2.677759895088843578e+01,-2.278616682222017431e+01,-1.219249730561511313e+02,-1.158146212711226752e+02,-1.002428422100862662e+02,-1.357158634461910367e+02,-1.194069612813083978e+02,-1.440518018107696889e+02
3.570715720046717390e-02,-2.458201338831944582e+01,-2.568974817829420232e+01,-3.115830863089535541e+01,-2.650628294895954085e+01,-2.678733235419838010e+01,-2.279549694319894115e+01,-1.219860221832740876e+02,-1.158635033065437199e+02,-1.003357882137711670e+02,-1.357702553606718823e+02,-1.194623383587287435e+02,-1.441478797013234043e+02
3.574829437404239418e-02,-2.459167326065632508e+01,-2.570165872193011936e+01,-3.117600851973509180e+01,-2.652291063394922688e+01,-2.679706635659283265e+01,-2.280482850401789818e+01,-1.220471149805243272e+02,-1.159124008387826592e+02,-1.004288559216031871e+02,-1.358246152786512937e+02,-1.195177553734800995e+02,-1.442440328199683393e+02
3.578947894055452966e-02,-2.460133389093918765e+01,-2.571357403375722583e+01,-3.119371293493484742e+01,-2.653954477357413211e+01,-2.680680095676726893e+01,-2.281416150180809765e+01,-1.221082515247107239e+02,-1.159613138776299053e+02,-1.005220454866552444e+02,-1.358789431987048886e+02,-1.195732123961001889e+02,-1.443402612832571776e+02
3.583071095460366867e-02,-2.461099527754318217e+01,-2.572549411724757462e+01,-3.121142186904200599e+01,-2.655618535798341284e+01,-2.681653615341988939e+01,-2.282349593370538088e+01,-1.221694318927139165e+02,-1.160102424328131576e+02,-1.006153570621022766e+02,-1.359332391195343064e+02,-1.196287094971896465e+02,-1.444365652078755318e+02
3.587199047085265491e-02,-2.462065741884664760e+01,-2.573741897587532890e+01,-3.122913531461068004e+01,-2.657283237733164682e+01,-2.682627194525152703e+01,-2.283283179685031783e+01,-1.222306561614857685e+02,-1.160591865139968917e+02,-1.007087908012207862e+02,-1.359875030399662990e+02,-1.196842467474114784e+02,-1.445329447106411465e+02
3.591331754402742743e-02,-2.463032031323117366e+01,-2.574934861311687229e+01,-3.124685326420190279e+01,-2.658948582177898956e+01,-2.683600833096570426e+01,-2.284216908838827464e+01,-1.222919244080499226e+02,-1.161081461307827283e+02,-1.008023468573897361e+02,-1.360417349589531284e+02,-1.197398242174915879e+02,-1.446293999085047801e+02
3.595469222891697209e-02,-2.463998395908155814e+01,-2.576128303245068452e+01,-3.126457571038357486e+01,-2.660614568149112458e+01,-2.684574530926862224e+01,-2.285150780546938165e+01,-1.223532367095016156e+02,-1.161571212927090784e+02,-1.008960253840904784e+02,-1.360959348755719418e+02,-1.197954419782187472e+02,-1.447259309185498353e+02
3.599611458037327988e-02,-2.464964835478577143e+01,-2.577322223735731299e+01,-3.128230264573039321e+01,-2.662281194663932382e+01,-2.685548287886908980e+01,-2.286084794524845876e+01,-1.224145931430075791e+02,-1.162061120092511004e+02,-1.009898265349067259e+02,-1.361501027890245723e+02,-1.198511001004443557e+02,-1.448225378579923017e+02
3.603758465331168698e-02,-2.465931349873501688e+01,-2.578516623131939411e+01,-3.130003406282401812e+01,-2.663948460740050095e+01,-2.686522103847860876e+01,-2.287018950488515401e+01,-1.224759937858065655e+02,-1.162551182898207998e+02,-1.010837504635254618e+02,-1.362042386986376243e+02,-1.199067986550829801e+02,-1.449192208441812966e+02
3.607910250271063879e-02,-2.466897938932365975e+01,-2.579711501782152894e+01,-3.131776995425294530e+01,-2.665616365395720067e+01,-2.687495978681131348e+01,-2.287953248154378727e+01,-1.225374387152089213e+02,-1.163041401437666167e+02,-1.011777973237363852e+02,-1.362583426038617631e+02,-1.199625377131119848e+02,-1.450159799945986379e+02
3.612066818361208548e-02,-2.467864602494929471e+01,-2.580906860035035422e+01,-3.133551031261266928e+01,-2.667284907649770531e+01,-2.688469912258399575e+01,-2.288887687239348168e+01,-1.225989280085970279e+02,-1.163531775803739094e+02,-1.012719672694329631e+02,-1.363124145042720556e+02,-1.200183173455719725e+02,-1.451128154268594699e+02
3.616228175112121829e-02,-2.468831340401266417e+01,-2.582102698239438610e+01,-3.135325513050551294e+01,-2.668954086521597446e+01,-2.689443904451605505e+01,-2.289822267460803573e+01,-1.226604617434250315e+02,-1.164022306088643006e+02,-1.013662604546118757e+02,-1.363664543995671465e+02,-1.200741376235664859e+02,-1.452097272587115242e+02
3.620394326040685118e-02,-2.469798152491771503e+01,-2.583299016744410892e+01,-3.137100440054081218e+01,-2.670623901031177283e+01,-2.690417955132955896e+01,-2.290756988536604055e+01,-1.227220399972192553e+02,-1.164512992383959897e+02,-1.014606770333739263e+02,-1.364204622895695991e+02,-1.201299986182624053e+02,-1.453067156080361144e+02
3.624565276670133063e-02,-2.470765038607155617e+01,-2.584495815899186510e+01,-3.138875811533485205e+01,-2.672294350199066315e+01,-2.691392064174919341e+01,-2.291691850185077683e+01,-1.227836628475780572e+02,-1.165003834780636396e+02,-1.015552171599239699e+02,-1.364744381742252131e+02,-1.201859004008898353e+02,-1.454037805928476246e+02
3.628741032530054256e-02,-2.471731998588445833e+01,-2.585693096053180184e+01,-3.140651626751083825e+01,-2.673965433046399909e+01,-2.692366231450224134e+01,-2.292626852125025394e+01,-1.228453303721717447e+02,-1.165494833368981062e+02,-1.016498809885709989e+02,-1.365283820536030817e+02,-1.202418430427420333e+02,-1.455009223312935660e+02
3.632921599156421766e-02,-2.472699032276987907e+01,-2.586890857555992440e+01,-3.142427884969902152e+01,-2.675637148594905312e+01,-2.693340456831865737e+01,-2.293561994075721699e+01,-1.229070426487430012e+02,-1.165985988238667090e+02,-1.017446686737288388e+02,-1.365822939278952788e+02,-1.202978266151759357e+02,-1.455981409416551173e+02
3.637106982091570934e-02,-2.473666139514439166e+01,-2.588089100757395045e+01,-3.144204585453658041e+01,-2.677309495866894906e+01,-2.694314740193096114e+01,-2.294497275756911137e+01,-1.229687997551066445e+02,-1.166477299478727474e+02,-1.018395803699158364e+02,-1.366361737974165749e+02,-1.203538511896115750e+02,-1.456954365423464992e+02
3.641297186884239617e-02,-2.474633320142778103e+01,-2.589287826007338111e+01,-3.145981727466777755e+01,-2.678982473885278992e+01,-2.695289081407432263e+01,-2.295432696888811108e+01,-1.230306017691499960e+02,-1.166968767177559272e+02,-1.019346162317557543e+02,-1.366900216626042948e+02,-1.204099168375328617e+02,-1.457928092519158838e+02
