t,MV,PV,DV
2.600000000000000000e+02,7.000000000000000000e+01,5.473599999999999710e+01,5.000000000000000000e+01
2.610000000000000000e+02,7.000000000000000000e+01,5.473599999999999710e+01,5.000000000000000000e+01
2.620000000000000000e+02,7.000000000000000000e+01,5.473599999999999710e+01,5.000000000000000000e+01
2.630000000000000000e+02,7.000000000000000000e+01,5.473599999999999710e+01,5.000000000000000000e+01
2.640000000000000000e+02,7.000000000000000000e+01,5.473599999999999710e+01,5.000000000000000000e+01
2.650000000000000000e+02,7.000000000000000000e+01,5.473599999999999710e+01,5.000000000000000000e+01
2.660000000000000000e+02,7.000000000000000000e+01,5.473599999999999710e+01,5.000000000000000000e+01
2.670000000000000000e+02,7.000000000000000000e+01,5.473599999999999710e+01,5.000000000000000000e+01
2.680000000000000000e+02,7.000000000000000000e+01,5.473599999999999710e+01,5.000000000000000000e+01
2.690000000000000000e+02,7.000000000000000000e+01,5.473599999999999710e+01,5.000000000000000000e+01
2.700000000000000000e+02,7.000000000000000000e+01,5.473599999999999710e+01,5.000000000000000000e+01
2.710000000000000000e+02,7.000000000000000000e+01,5.473599999999999710e+01,5.000000000000000000e+01
2.720000000000000000e+02,7.000000000000000000e+01,5.473599999999999710e+01,5.000000000000000000e+01
2.730000000000000000e+02,7.000000000000000000e+01,5.473599999999999710e+01,5.000000000000000000e+01
2.740000000000000000e+02,7.000000000000000000e+01,5.473599999999999710e+01,5.000000000000000000e+01
2.750000000000000000e+02,7.000000000000000000e+01,5.473599999999999710e+01,5.000000000000000000e+01
2.760000000000000000e+02,7.000000000000000000e+01,5.473599999999999710e+01,5.000000000000000000e+01
2.770000000000000000e+02,7.000000000000000000e+01,5.473599999999999710e+01,5.000000000000000000e+01
2.780000000000000000e+02,7.000000000000000000e+01,5.470400000000000063e+01,5.000000000000000000e+01
2.790000000000000000e+02,7.000000000000000000e+01,5.454299999999999926e+01,5.000000000000000000e+01
2.800000000000000000e+02,7.000000000000000000e+01,5.441400000000000148e+01,5.000000000000000000e+01
2.810000000000000000e+02,7.000000000000000000e+01,5.441400000000000148e+01,5.000000000000000000e+01
2.820000000000000000e+02,7.000000000000000000e+01,5.444599999999999795e+01,5.000000000000000000e+01
2.830000000000000000e+02,7.000000000000000000e+01,5.441400000000000148e+01,5.000000000000000000e+01
2.840000000000000000e+02,7.000000000000000000e+01,5.441400000000000148e+01,5.000000000000000000e+01
2.850000000000000000e+02,7.000000000000000000e+01,5.441400000000000148e+01,5.000000000000000000e+01
2.860000000000000000e+02,7.000000000000000000e+01,5.444599999999999795e+01,5.000000000000000000e+01
2.870000000000000000e+02,7.000000000000000000e+01,5.441400000000000148e+01,5.000000000000000000e+01
