tm,MVm,PVm
1.050000000000000000e+02,1.000000000000000000e+00,1.450000000000001010e-01
1.060000000000000000e+02,1.000000000000000000e+00,1.450000000000001010e-01
1.070000000000000000e+02,1.000000000000000000e+00,1.458250000000001489e-01
1.080000000000000000e+02,1.000000000000000000e+00,1.490250000000001296e-01
1.090000000000000000e+02,1.000000000000000000e+00,1.522500000000000797e-01
1.100000000000000000e+02,1.000000000000000000e+00,1.530750000000001276e-01
1.110000000000000000e+02,1.000000000000000000e+00,1.530750000000001276e-01
1.120000000000000000e+02,1.000000000000000000e+00,1.530750000000001276e-01
1.130000000000000000e+02,1.000000000000000000e+00,1.554750000000000298e-01
1.140000000000000000e+02,1.000000000000000000e+00,1.595000000000000584e-01
1.150000000000000000e+02,1.000000000000000000e+00,1.611250000000000182e-01
1.160000000000000000e+02,1.000000000000000000e+00,1.611250000000000182e-01
1.170000000000000000e+02,1.000000000000000000e+00,1.611250000000000182e-01
1.180000000000000000e+02,1.000000000000000000e+00,1.611250000000000182e-01
1.190000000000000000e+02,1.000000000000000000e+00,1.611250000000000182e-01
1.200000000000000000e+02,1.000000000000000000e+00,1.611250000000000182e-01
1.210000000000000000e+02,1.000000000000000000e+00,1.619250000000000966e-01
1.220000000000000000e+02,1.000000000000000000e+00,1.627250000000000085e-01
1.230000000000000000e+02,1.000000000000000000e+00,1.643500000000001349e-01
1.240000000000000000e+02,1.000000000000000000e+00,1.691750000000000753e-01
1.250000000000000000e+02,1.000000000000000000e+00,1.691750000000000753e-01
1.260000000000000000e+02,1.000000000000000000e+00,1.691750000000000753e-01
1.270000000000000000e+02,1.000000000000000000e+00,1.691750000000000753e-01
1.280000000000000000e+02,1.000000000000000000e+00,1.651500000000000468e-01
1.290000000000000000e+02,1.000000000000000000e+00,1.667500000000000371e-01
1.300000000000000000e+02,1.000000000000000000e+00,1.691750000000000753e-01
1.310000000000000000e+02,1.000000000000000000e+00,1.691750000000000753e-01
1.320000000000000000e+02,1.000000000000000000e+00,1.691750000000000753e-01
1.330000000000000000e+02,1.000000000000000000e+00,1.699750000000001537e-01
1.340000000000000000e+02,1.000000000000000000e+00,1.716000000000001136e-01
1.350000000000000000e+02,1.000000000000000000e+00,1.756250000000001421e-01
1.360000000000000000e+02,1.000000000000000000e+00,1.764250000000000540e-01
1.370000000000000000e+02,1.000000000000000000e+00,1.772250000000001324e-01
1.380000000000000000e+02,1.000000000000000000e+00,1.772250000000001324e-01
1.390000000000000000e+02,1.000000000000000000e+00,1.772250000000001324e-01
1.400000000000000000e+02,1.000000000000000000e+00,1.812750000000001305e-01
1.410000000000000000e+02,1.000000000000000000e+00,1.820750000000000424e-01
1.420000000000000000e+02,1.000000000000000000e+00,1.836750000000000327e-01
1.430000000000000000e+02,1.000000000000000000e+00,1.853000000000001590e-01
1.440000000000000000e+02,1.000000000000000000e+00,1.853000000000001590e-01
1.450000000000000000e+02,1.000000000000000000e+00,1.853000000000001590e-01
1.460000000000000000e+02,1.000000000000000000e+00,1.853000000000001590e-01
1.470000000000000000e+02,1.000000000000000000e+00,1.853000000000001590e-01
1.480000000000000000e+02,1.000000000000000000e+00,1.853000000000001590e-01
1.490000000000000000e+02,1.000000000000000000e+00,1.844750000000001111e-01
1.500000000000000000e+02,1.000000000000000000e+00,1.853000000000001590e-01
1.510000000000000000e+02,1.000000000000000000e+00,1.853000000000001590e-01
1.520000000000000000e+02,1.000000000000000000e+00,1.853000000000001590e-01
1.530000000000000000e+02,1.000000000000000000e+00,1.853000000000001590e-01
1.540000000000000000e+02,1.000000000000000000e+00,1.853000000000001590e-01
1.550000000000000000e+02,1.000000000000000000e+00,1.853000000000001590e-01
1.560000000000000000e+02,1.000000000000000000e+00,1.853000000000001590e-01
1.570000000000000000e+02,1.000000000000000000e+00,1.869000000000001493e-01
1.580000000000000000e+02,1.000000000000000000e+00,1.893250000000000210e-01
1.590000000000000000e+02,1.000000000000000000e+00,1.893250000000000210e-01
1.600000000000000000e+02,1.000000000000000000e+00,1.893250000000000210e-01
1.610000000000000000e+02,1.000000000000000000e+00,1.909250000000000114e-01
1.620000000000000000e+02,1.000000000000000000e+00,1.933500000000000496e-01
1.630000000000000000e+02,1.000000000000000000e+00,1.933500000000000496e-01
1.640000000000000000e+02,1.000000000000000000e+00,1.933500000000000496e-01
1.650000000000000000e+02,1.000000000000000000e+00,1.885250000000001092e-01
1.660000000000000000e+02,1.000000000000000000e+00,1.780499999999999861e-01
1.670000000000000000e+02,1.000000000000000000e+00,1.804500000000000826e-01
1.680000000000000000e+02,1.000000000000000000e+00,1.853000000000001590e-01
